workspace,slug,name,language,project,is_active,updated_on,created_on,has_pipeline,open_prs,merged_30d
syscolabs,usbhidreader,usbhidreader,unknown,SWAT,False,2025-07-13T19:03:49.080286+00:00,2018-07-19T05:53:59.224513+00:00,,,
syscolabs,utilities,utilities,unknown,SWAT,False,2018-07-19T05:54:02.478369+00:00,2018-07-19T05:54:01.814759+00:00,,,
syscolabs,checkuser,checkuser,unknown,sysadmin,False,2018-07-19T07:00:26.637669+00:00,2018-07-19T07:00:25.503366+00:00,,,
syscolabs,people,people,unknown,sysadmin,False,2018-07-19T07:01:16.864188+00:00,2018-07-19T07:01:15.525947+00:00,,,
syscolabs,useradd,useradd,unknown,sysadmin,False,2018-07-19T07:02:32.696096+00:00,2018-07-19T07:02:32.177614+00:00,,,
syscolabs,couch-cluster-allocator-cf,couch-cluster-allocator-cf,unknown,Cloud Features,False,2018-07-19T07:09:05.086914+00:00,2018-07-19T07:08:03.762090+00:00,,,
syscolabs,gum-ref-impl-cf,gum-ref-impl-cf,unknown,Cloud Features,True,2026-02-20T04:17:51.954377+00:00,2018-07-19T07:10:29.093938+00:00,,,
syscolabs,gum_orig,gum_orig,unknown,Cloud Features,True,2026-02-19T22:08:04.005481+00:00,2018-07-19T07:11:12.625227+00:00,,,
syscolabs,skeletonapp-cf,skeletonapp-cf,unknown,Cloud Features,False,2025-06-25T19:59:26.870024+00:00,2018-07-19T07:12:41.150418+00:00,,,
syscolabs,um-migration-tools-cf,um-migration-tools-cf,unknown,Cloud Features,False,2024-10-04T00:57:18.655113+00:00,2018-07-19T07:14:22.188885+00:00,,,
syscolabs,usermanagement-cf,usermanagement-cf,unknown,Cloud Features,True,2026-02-20T04:50:15.408655+00:00,2018-07-19T07:15:34.404850+00:00,,,
syscolabs,lms_dev,lms_dev,unknown,Tellypotter,False,2019-12-11T17:53:22.889529+00:00,2018-07-19T07:42:11.237766+00:00,,,
syscolabs,ecsp-api-v3,ecsp-api-v3,unknown,Environment Configs Staging Production,False,2018-12-12T15:13:03.666902+00:00,2018-07-19T11:09:35.473776+00:00,,,
syscolabs,bissa,bissa,unknown,Cinco,False,2018-07-19T12:32:00.518918+00:00,2018-07-19T12:31:59.825912+00:00,,,
syscolabs,bonchi,bonchi,unknown,Cinco,False,2018-12-12T13:27:56.629794+00:00,2018-07-19T12:32:04.472596+00:00,,,
syscolabs,cake-pos-api,cake-pos-api,unknown,Cinco,False,2022-07-26T07:18:18.179084+00:00,2018-07-19T12:32:10.432402+00:00,,,
syscolabs,cinco_sandbox,cinco_sandbox,unknown,Cinco,False,2018-07-19T12:32:16.766732+00:00,2018-07-19T12:32:15.053710+00:00,,,
syscolabs,src-pos-api,src-pos-api,unknown,Cinco,True,2026-02-19T21:35:10.782681+00:00,2018-07-19T12:32:18.837116+00:00,,,
syscolabs,comy,comy,unknown,Cinco,True,2026-01-23T18:46:02.787415+00:00,2018-07-19T12:32:21.765323+00:00,,,
syscolabs,ctd,ctd,unknown,Cinco,False,2018-07-19T12:32:25.206781+00:00,2018-07-19T12:32:24.392824+00:00,,,
syscolabs,demo-pos,demo-pos,unknown,Cinco,True,2026-02-19T21:44:22.782664+00:00,2018-07-19T12:32:28.497580+00:00,,,
syscolabs,ipos,ipos,unknown,Cinco,False,2018-12-12T18:25:04.801127+00:00,2018-07-19T12:32:31.248626+00:00,,,
syscolabs,iposautomation,iposautomation,unknown,Cinco,False,2025-07-13T19:14:59.428350+00:00,2018-07-19T12:32:35.456120+00:00,,,
syscolabs,ipxy,ipxy,unknown,Cinco,False,2025-04-01T06:38:46.122687+00:00,2018-07-19T12:32:38.429240+00:00,,,
syscolabs,jm_portal,jm_portal,unknown,Cinco,False,2018-07-19T12:32:42.147303+00:00,2018-07-19T12:32:41.323107+00:00,,,
syscolabs,src-menu-preview,src-menu-preview,unknown,Cinco,False,2018-12-12T16:25:37.363721+00:00,2018-07-19T12:32:44.240830+00:00,,,
syscolabs,menu-preview_html,menu-preview_html,unknown,Cinco,False,2018-07-19T12:32:48.440603+00:00,2018-07-19T12:32:47.094509+00:00,,,
syscolabs,mewalam,mewalam,unknown,Cinco,False,2019-12-11T18:49:53.759852+00:00,2018-07-19T12:32:50.366038+00:00,,,
syscolabs,moxy,moxy,unknown,Cinco,True,2026-04-03T02:07:52.282271+00:00,2018-07-19T12:32:53.758251+00:00,,,
syscolabs,moxy_patch_creator,moxy_patch_creator,unknown,Cinco,False,2025-08-22T21:34:57.498485+00:00,2018-07-19T12:32:56.237424+00:00,,,
syscolabs,ms-email-service,ms-email-service,unknown,Cinco,False,2018-07-19T12:32:59.549219+00:00,2018-07-19T12:32:58.867035+00:00,,,
syscolabs,pos-image,pos-image,unknown,Cinco,False,2018-07-19T12:33:03.793426+00:00,2018-07-19T12:33:02.227867+00:00,,,
syscolabs,pos-os-upgrades,pos-os-upgrades,unknown,Cinco,True,2026-04-02T20:39:29.840679+00:00,2018-07-19T12:33:07.036642+00:00,,,
syscolabs,pos-tools,pos-tools,unknown,Cinco,False,2021-06-10T08:00:24.817275+00:00,2018-07-19T12:33:11.553567+00:00,,,
syscolabs,pos_beans,pos_beans,unknown,Cinco,True,2026-04-01T12:20:16.888383+00:00,2018-07-19T12:33:17.498334+00:00,,,
syscolabs,radev,radev,unknown,Cinco,True,2026-02-19T18:24:22.356755+00:00,2018-07-19T12:33:22.572529+00:00,,,
syscolabs,salesdemo,salesdemo,unknown,Cinco,False,2018-07-19T12:33:28.414054+00:00,2018-07-19T12:33:27.384229+00:00,,,
syscolabs,self-onboarding,self-onboarding,unknown,Cinco,False,2018-12-12T14:07:31.569450+00:00,2018-07-19T12:33:30.792038+00:00,,,
syscolabs,sewa,sewa,unknown,Cinco,False,2018-12-12T16:25:07.083963+00:00,2018-07-19T12:33:34.833512+00:00,,,
syscolabs,static-content,static-content,unknown,Cinco,False,2018-07-19T12:33:39.168543+00:00,2018-07-19T12:33:38.355222+00:00,,,
syscolabs,time-sheet-universal-admin-front,time-sheet-universal-admin-front,unknown,Cinco,False,2018-07-19T12:33:41.822002+00:00,2018-07-19T12:33:41.078326+00:00,,,
syscolabs,src-webpos,src-webpos,unknown,Cinco,True,2026-02-20T06:27:26.182257+00:00,2018-07-19T12:33:43.720114+00:00,,,
syscolabs,webpos_html,webpos_html,unknown,Cinco,False,2018-12-12T21:16:14.047383+00:00,2018-07-19T12:33:46.728567+00:00,,,
syscolabs,yaka,yaka,unknown,Cinco,False,2018-12-12T17:57:18.050907+00:00,2018-07-19T12:33:50.011402+00:00,,,
syscolabs,debug-scripts-cin,debug-scripts-cin,unknown,Cinco,False,2018-07-19T12:41:12.436334+00:00,2018-07-19T12:41:10.674494+00:00,,,
syscolabs,replicator_api-cin,replicator_api-cin,unknown,Cinco,False,2025-11-28T00:57:23.710567+00:00,2018-07-19T12:44:45.028730+00:00,,,
syscolabs,prod-support-tools-cin,prod-support-tools-cin,unknown,Cinco,True,2026-02-14T00:31:54.458475+00:00,2018-07-19T12:49:48.325907+00:00,,,
syscolabs,bean-convertion,bean-convertion,unknown,React,True,2026-01-23T11:25:19.134652+00:00,2018-07-19T13:05:10.874756+00:00,,,
syscolabs,cinco-release,cinco-release,unknown,React,False,2021-07-05T20:37:07.448919+00:00,2018-07-19T13:05:14.797063+00:00,,,
syscolabs,dev-onboarding,dev-onboarding,unknown,React,False,2018-07-19T13:05:25.839817+00:00,2018-07-19T13:05:23.158608+00:00,,,
syscolabs,hybrid,hybrid,unknown,React,False,2018-07-19T13:05:29.073056+00:00,2018-07-19T13:05:28.213876+00:00,,,
syscolabs,kds-poc,kds-poc,unknown,React,True,2026-02-19T20:49:23.334586+00:00,2018-07-19T13:05:34.158333+00:00,,,
syscolabs,moxy-js,moxy-js,unknown,React,True,2026-01-26T23:32:46.293713+00:00,2018-07-19T13:05:38.931185+00:00,,,
syscolabs,react-cinco,react-cinco,javascript,React,True,2026-04-03T02:10:03.508422+00:00,2018-07-19T13:05:43.107784+00:00,,,
syscolabs,react-core,react-core,unknown,React,False,2018-07-19T13:05:50.453406+00:00,2018-07-19T13:05:48.991582+00:00,,,
syscolabs,react-ctd,react-ctd,javascript,React,True,2026-02-19T18:27:44.048667+00:00,2018-07-19T13:05:53.085935+00:00,,,
syscolabs,react-ios,react-ios,unknown,React,True,2026-02-19T19:27:12.979865+00:00,2018-07-19T13:05:56.182435+00:00,,,
syscolabs,react-webui,react-webui,unknown,React,True,2026-02-19T21:35:51.574522+00:00,2018-07-19T13:05:59.726243+00:00,,,
syscolabs,android-consumer-app,android-consumer-app,unknown,Consumer Apps,False,2018-12-12T17:32:49.370666+00:00,2018-07-19T13:11:49.783383+00:00,,,
syscolabs,android-consumer-app-functional-tests,android-consumer-app-functional-tests,unknown,Consumer Apps,False,2018-12-12T15:31:11.586087+00:00,2018-07-19T13:12:52.016221+00:00,,,
syscolabs,iphone-consumer-app,iphone-consumer-app,unknown,Consumer Apps,False,2018-12-12T17:21:32.213980+00:00,2018-07-19T13:13:46.092507+00:00,,,
syscolabs,iphone-consumer-app-functional-tests,iphone-consumer-app-functional-tests,unknown,Consumer Apps,False,2018-12-12T17:33:07.206702+00:00,2018-07-19T13:14:31.882930+00:00,,,
syscolabs,api-mob,api-mob,unknown,Corporate LBR,False,2018-12-12T14:15:31.701236+00:00,2018-07-19T13:16:42.900922+00:00,,,
syscolabs,app-corp,app-corp,unknown,Corporate LBR,True,2026-02-19T21:03:42.143496+00:00,2018-07-19T13:20:04.069016+00:00,,,
syscolabs,app-functional-tests,app-functional-tests,unknown,Corporate LBR,False,2018-12-12T13:20:14.259896+00:00,2018-07-19T13:21:03.630442+00:00,,,
syscolabs,control-center,control-center,unknown,Corporate LBR,False,2018-12-12T17:57:21.543823+00:00,2018-07-19T13:22:05.591768+00:00,,,
syscolabs,ecsp-c10-failover,ecsp-c10-failover,unknown,Environment Configs Staging Production,False,2018-12-12T13:36:28.189764+00:00,2018-07-19T13:32:14.765613+00:00,,,
syscolabs,ecsp-c10-master,ecsp-c10-master,unknown,Environment Configs Staging Production,False,2018-12-12T14:01:12.779732+00:00,2018-07-19T13:33:47.233792+00:00,,,
syscolabs,ecsp-c20-failover,ecsp-c20-failover,unknown,Environment Configs Staging Production,False,2018-12-12T13:36:33.141779+00:00,2018-07-19T13:39:18.985464+00:00,,,
syscolabs,ecsp-c20-master,ecsp-c20-master,unknown,Environment Configs Staging Production,False,2018-12-12T13:36:35.402009+00:00,2018-07-19T13:41:00.247201+00:00,,,
syscolabs,ecsp-c30-failover,ecsp-c30-failover,unknown,Environment Configs Staging Production,False,2018-12-12T13:36:39.038349+00:00,2018-07-19T13:42:59.980566+00:00,,,
syscolabs,ecsp-c30-master,ecsp-c30-master,unknown,Environment Configs Staging Production,False,2018-12-12T13:36:40.963375+00:00,2018-07-19T13:44:43.807648+00:00,,,
syscolabs,ecsp-c40-failover,ecsp-c40-failover,unknown,Environment Configs Staging Production,False,2018-12-12T13:36:43.303397+00:00,2018-07-19T13:47:00.342041+00:00,,,
syscolabs,ecsp-c40-master,ecsp-c40-master,unknown,Environment Configs Staging Production,False,2018-12-12T13:36:45.355380+00:00,2018-07-19T13:48:18.569350+00:00,,,
syscolabs,ecsp-c50-failover,ecsp-c50-failover,unknown,Environment Configs Staging Production,False,2018-12-12T13:36:46.887809+00:00,2018-07-19T13:49:25.445289+00:00,,,
syscolabs,ecsp-c50-master,ecsp-c50-master,unknown,Environment Configs Staging Production,False,2018-12-12T13:36:51.803211+00:00,2018-07-19T13:50:35.617503+00:00,,,
syscolabs,admin-api,admin-api,unknown,Environment Configs,True,2026-03-06T10:05:43.905765+00:00,2018-07-19T16:43:08.160686+00:00,,,
syscolabs,merchant-api,merchant-api,unknown,Environment Configs Archive,False,2024-07-08T04:57:17.821653+00:00,2018-07-19T16:45:58.572757+00:00,,,
syscolabs,wallet-api,wallet-api,unknown,Environment Configs,False,2024-09-20T04:10:41.405722+00:00,2018-07-19T16:47:14.392304+00:00,,,
syscolabs,api-v3,api-v3,unknown,Environment Configs,False,2025-12-03T10:23:47.841923+00:00,2018-07-19T20:22:50.583599+00:00,,,
syscolabs,api-v2,api-v2,unknown,Environment Configs Archive,False,2024-04-12T11:04:02.960116+00:00,2018-07-19T20:25:00.577400+00:00,,,
syscolabs,cache-api,cache-api,unknown,Environment Configs Archive,False,2024-04-12T10:44:35.564413+00:00,2018-07-20T07:16:38.078994+00:00,,,
syscolabs,cincoapi,cincoapi,unknown,Environment Configs Archive,False,2024-04-12T10:15:41.178843+00:00,2018-07-20T07:28:43.415519+00:00,,,
syscolabs,hub-api,hub-api,unknown,Environment Configs,False,2025-06-27T09:11:51.294045+00:00,2018-07-20T07:43:36.929448+00:00,,,
syscolabs,idm,idm,unknown,Environment Configs Archive,False,2024-04-12T10:59:57.883727+00:00,2018-07-20T07:46:27.003415+00:00,,,
syscolabs,idm-api,idm-api,unknown,Environment Configs,False,2024-11-27T08:57:35.927061+00:00,2018-07-20T09:05:13.739254+00:00,,,
syscolabs,platform,platform,unknown,Environment Configs Archive,False,2025-11-18T10:30:16.971355+00:00,2018-07-20T09:10:13.469841+00:00,,,
syscolabs,c10-failover,c10-failover,unknown,Environment Configs Staging Production,False,2018-12-12T13:21:51.681040+00:00,2018-07-20T09:54:53.496967+00:00,,,
syscolabs,mapi,mapi,unknown,Environment Configs,True,2026-03-23T10:49:38.859454+00:00,2018-07-20T13:44:45.001372+00:00,,,
syscolabs,conf-tool,conf-tool,unknown,Environment Configs Archive,False,2024-04-12T10:58:36.757645+00:00,2018-07-23T04:43:16.175190+00:00,,,
syscolabs,configchecker,configchecker,unknown,Environment Configs Archive,False,2024-04-12T10:58:42.639948+00:00,2018-07-23T08:19:47.835354+00:00,,,
syscolabs,cda_files,cda_files,unknown,Environment Configs Archive,False,2024-04-12T10:58:17.419792+00:00,2018-07-23T08:42:52.209863+00:00,,,
syscolabs,order,order,unknown,Environment Configs Archive,False,2024-04-12T11:01:28.932928+00:00,2018-07-23T09:02:01.931510+00:00,,,
syscolabs,monitoring,monitoring,unknown,Environment Configs Archive,False,2024-04-12T11:01:16.046537+00:00,2018-07-23T09:03:22.111999+00:00,,,
syscolabs,test34,test34,unknown,Environment Configs Archive,False,2024-04-12T11:02:28.915401+00:00,2018-07-23T09:17:34.161358+00:00,,,
syscolabs,config-api-node-client,config-api-node-client,unknown,Environment Configs Archive,False,2024-04-12T10:58:38.550161+00:00,2018-07-23T09:23:28.098754+00:00,,,
syscolabs,config-server-health,config-server-health,unknown,Environment Configs Archive,False,2024-04-12T10:58:40.572777+00:00,2018-07-23T09:24:52.302075+00:00,,,
syscolabs,corporate,corporate,unknown,Environment Configs Archive,False,2024-04-12T10:58:44.503724+00:00,2018-07-23T09:26:15.843713+00:00,,,
syscolabs,deployment-scripts,deployment-scripts,unknown,Environment Configs Archive,False,2024-04-12T10:59:00.158337+00:00,2018-07-23T09:27:56.036561+00:00,,,
syscolabs,eyecandy,eyecandy,unknown,Environment Configs Archive,False,2024-04-12T10:59:37.412872+00:00,2018-07-23T09:29:44.324911+00:00,,,
syscolabs,gatekeeper,gatekeeper,unknown,Environment Configs Archive,False,2024-04-12T10:59:48.201096+00:00,2018-07-23T09:31:46.497390+00:00,,,
syscolabs,gatekeeper_web,gatekeeper_web,unknown,Environment Configs Archive,False,2024-04-12T10:59:50.280736+00:00,2018-07-23T09:33:09.731321+00:00,,,
syscolabs,gateway,gateway,unknown,Environment Configs Archive,False,2024-04-12T10:59:52.261681+00:00,2018-07-23T09:34:50.972262+00:00,,,
