workspace,slug,name,language,project,is_active,updated_on,created_on,has_pipeline,open_prs,merged_30d
madmobile,asus-madserv,asus-madserv,unknown,Archive,False,2016-01-21T19:28:05.808081+00:00,2013-11-13T22:40:16.453268+00:00,,,
madmobile,lenovomadserv,LenovoMadserv,c#,Archive,False,2016-01-21T19:37:16.278918+00:00,2013-12-02T18:57:41.719696+00:00,,,
madmobile,bealls-legacy,Bealls-Legacy,c#,Archive,False,2016-01-26T18:45:50.302797+00:00,2013-12-03T00:14:02.093334+00:00,,,
madmobile,micros-captivate,Micros Captivate,javascript,Archive,False,2016-01-21T19:40:14.054083+00:00,2013-12-03T22:24:29.377934+00:00,,,
madmobile,captivate-phonegap-project,Captivate - PhoneGap Project,javascript,Archive,False,2017-02-22T16:16:48.289774+00:00,2013-12-12T14:58:46.623825+00:00,,,
madmobile,alphabroder,AlphaBroder,c#,Archive,False,2017-04-03T19:29:23.968894+00:00,2013-12-16T21:49:40.236404+00:00,,,
madmobile,mlb-springtraining,MLB-SpringTraining,unknown,Archive,False,2017-02-22T21:34:49.028827+00:00,2013-12-30T14:36:09.755693+00:00,,,
madmobile,micros-captivate-ios-app,Micros Captivate iOS App,unknown,Archive,False,2017-02-21T19:15:38.010551+00:00,2014-01-02T15:23:26.717034+00:00,,,
madmobile,madserv-deploy,MadServ Deploy,c#,Archive,False,2017-02-21T19:29:19.376241+00:00,2014-01-03T06:06:45.082592+00:00,,,
madmobile,mongointerface,MongoInterface,c#,Archive,False,2017-08-23T18:02:49.334587+00:00,2014-01-15T15:11:24.223372+00:00,,,
madmobile,mad-node-cli,mad-node-cli,unknown,Untitled project,True,2026-02-19T18:30:09.428405+00:00,2014-01-18T01:25:20.190957+00:00,False,2.0,0.0
madmobile,payless,Payless,unknown,Archive,False,2017-08-23T18:03:17.972909+00:00,2014-01-20T15:51:15.126275+00:00,,,
madmobile,jsredirection-v2.0,jsredirection-v2.0,unknown,Clients,False,2018-07-16T18:14:52.428688+00:00,2014-01-31T17:29:21.015694+00:00,,,
madmobile,samsonite-node,Samsonite Node,unknown,Archive,False,2016-01-21T19:43:26.849079+00:00,2014-02-07T00:12:04.891177+00:00,,,
madmobile,testrepo,TestRepo,c#,Archive,False,2016-01-21T20:23:20.206619+00:00,2014-02-08T15:48:40.669786+00:00,,,
madmobile,sleep-number-node,sleep-number-node,unknown,Archive,False,2016-01-21T19:53:02.498060+00:00,2014-03-04T22:48:28.962058+00:00,,,
madmobile,sysco-node,sysco-node,unknown,Archive,False,2024-12-09T15:55:12.519925+00:00,2014-03-07T14:17:02.769841+00:00,,,
madmobile,mad-node-micros-core,mad-node-micros-core,javascript,Archive,False,2025-09-15T23:31:21.614519+00:00,2014-03-11T13:54:14.703584+00:00,,,
madmobile,mad-node-sites,mad-node-sites,unknown,Untitled project,False,2019-06-13T20:43:54.592512+00:00,2014-03-12T13:21:24.217970+00:00,,,
madmobile,shopko-node,shopko-node,unknown,Archive,False,2016-01-21T19:54:34.453117+00:00,2014-04-07T15:29:33.986673+00:00,,,
madmobile,mad-manager,mad-manager,javascript,Clients,False,2025-12-02T16:05:36.692128+00:00,2014-05-02T20:38:48.579379+00:00,,,
madmobile,bam-node,BAM-node,unknown,Clients,False,2022-03-25T16:54:16.222519+00:00,2014-05-13T13:18:58.837253+00:00,,,
madmobile,madoptimus,MadOptimus,unknown,Archive,False,2017-02-21T19:31:32.274220+00:00,2014-05-13T16:58:33.330044+00:00,,,
madmobile,sdotd,SDOTD,unknown,Archive,False,2016-01-21T19:51:02.943230+00:00,2014-05-13T18:26:54.243615+00:00,,,
madmobile,stupid-deal-android,stupid-deal-android,unknown,Archive,False,2016-01-21T19:54:52.940795+00:00,2014-05-13T20:05:46.925559+00:00,,,
madmobile,stupid-deal-ios,stupid-deal-ios,unknown,Archive,False,2016-01-21T19:55:12.219751+00:00,2014-05-13T20:13:55.367998+00:00,,,
madmobile,interstate-batteries-node,interstate-batteries-node,unknown,Clients,False,2017-09-22T12:45:44.317251+00:00,2014-05-27T18:05:11.217258+00:00,,,
madmobile,mf-sdotd-madserv,mf-sdotd-madserv,c#,Archive,False,2016-01-21T19:38:28.532494+00:00,2014-06-03T19:34:22.273306+00:00,,,
madmobile,magento-intern,magento-intern,unknown,Archive,False,2017-02-21T19:16:00.819285+00:00,2014-06-12T18:05:00.792525+00:00,,,
madmobile,protix,Protix,unknown,Archive,False,2017-02-22T21:34:11.133267+00:00,2014-06-24T13:47:16.371238+00:00,,,
madmobile,sysco,Sysco,unknown,Sysco,False,2019-06-03T13:31:27.659223+00:00,2014-07-03T18:03:16.439110+00:00,,,
madmobile,ui-tests,ui-tests,c#,Archive,False,2016-01-21T20:27:26.697822+00:00,2014-07-11T14:02:38.258903+00:00,,,
madmobile,ticketstaronline,ticketstaronline,unknown,Archive,False,2016-01-21T19:58:27.859937+00:00,2014-07-18T15:05:34.132419+00:00,,,
madmobile,madmobile-node,madmobile-node,unknown,Archive,False,2016-01-21T20:10:00.147494+00:00,2014-08-08T15:15:12.541646+00:00,,,
madmobile,tiger-direct,tiger-direct,unknown,Archive,False,2016-01-21T19:58:33.538158+00:00,2014-08-13T14:31:01.585158+00:00,,,
madmobile,bealls-node,bealls-node,unknown,Archive,False,2017-02-22T21:32:58.423178+00:00,2014-08-13T17:41:57.061011+00:00,,,
madmobile,sysco-salesforce,Sysco Salesforce,unknown,Archive,False,2017-02-21T18:39:30.132413+00:00,2014-08-22T12:24:10.904283+00:00,,,
madmobile,bushnell,Bushnell,unknown,Archive,False,2017-02-22T21:32:50.834204+00:00,2014-09-02T19:39:22.112611+00:00,,,
madmobile,shophq,shophq,unknown,Archive,False,2016-01-21T20:02:11.399895+00:00,2014-09-30T14:26:30.595896+00:00,,,
madmobile,tbjschat,tbjsChat,unknown,Archive,True,2026-02-20T04:03:43.015426+00:00,2014-10-04T13:35:03.096687+00:00,False,9.0,0.0
madmobile,payless-redirect,Payless Redirect,unknown,Archive,False,2017-08-23T18:03:29.615398+00:00,2014-10-08T13:04:59.759863+00:00,,,
madmobile,nasm-node,nasm-node,unknown,Archive,False,2017-02-22T21:34:44.587737+00:00,2014-10-14T17:37:15.063924+00:00,,,
madmobile,newark,newark,unknown,Archive,False,2016-01-21T19:40:55.706890+00:00,2014-11-14T16:36:12.496487+00:00,,,
madmobile,node-image-optimizer,node-image-optimizer,unknown,Clients,True,2026-02-13T01:29:48.478221+00:00,2014-11-25T06:09:27.658551+00:00,False,6.0,0.0
madmobile,mm-e2e-testing,MM E2E Testing,unknown,Archive,False,2017-02-21T19:06:55.148996+00:00,2014-12-16T15:20:14.611018+00:00,,,
madmobile,code-challenge-generate-selectors,Code Challenge - Generate Selectors,unknown,Archive,False,2017-03-10T21:13:01.947398+00:00,2014-12-16T22:32:15.851131+00:00,,,
madmobile,autonation-node,AutoNation Node,unknown,Clients,False,2025-12-02T23:39:17.990746+00:00,2015-01-09T19:25:08.722450+00:00,,,
madmobile,mf-stupiddeal-node,mf-stupiddeal-node,unknown,Archive,False,2017-08-23T18:02:26.518040+00:00,2015-01-12T21:55:10.469912+00:00,,,
madmobile,documentation,documentation,unknown,Untitled project,False,2019-06-13T20:45:32.051577+00:00,2015-01-26T16:29:09.723033+00:00,,,
madmobile,tbccorp-node,tbccorp-node,unknown,Archive,False,2016-01-21T20:16:52.257909+00:00,2015-01-28T20:31:45.008965+00:00,,,
madmobile,dev-cms,dev-cms,unknown,Archive,False,2017-02-22T15:17:48.789107+00:00,2015-02-17T15:52:58.032559+00:00,,,
madmobile,mad-jira,mad-jira,unknown,Archive,False,2016-01-21T19:38:01.545353+00:00,2015-02-25T18:08:21.132160+00:00,,,
madmobile,aero-node,aero-node,unknown,Clients,False,2017-07-06T02:19:08.372614+00:00,2015-03-20T15:52:47.550046+00:00,,,
madmobile,emedco-node,emedco-node,unknown,Clients,False,2017-11-29T16:32:25.107599+00:00,2015-04-01T18:13:18.883863+00:00,,,
madmobile,madseo,madseo,unknown,Archive,False,2017-02-21T19:30:30.946119+00:00,2015-04-06T13:08:45.631196+00:00,,,
madmobile,app-store,App Store,unknown,Archive,False,2017-02-22T15:18:51.204098+00:00,2015-04-15T19:36:49.585682+00:00,,,
madmobile,shopkick,shopkick,unknown,Archive,False,2016-01-21T19:54:26.696353+00:00,2015-04-23T13:54:54.782127+00:00,,,
madmobile,potpourri-node,Potpourri node,unknown,Clients,False,2018-04-24T14:17:34.860826+00:00,2015-05-18T21:03:15.632774+00:00,,,
madmobile,mad-site-parser,mad-site-parser,unknown,Archive,False,2017-02-22T21:18:29.677226+00:00,2015-05-19T17:34:24.980825+00:00,,,
madmobile,captivate-demo-bebe,captivate-demo-bebe,unknown,Archive,False,2025-06-20T18:05:01.303162+00:00,2015-06-02T15:06:06.750085+00:00,,,
madmobile,brady-seton,brady-seton,unknown,Archive,False,2017-08-23T18:07:10.089069+00:00,2015-06-29T11:40:06.357733+00:00,,,
madmobile,payless-node,payless-node,unknown,Archive,False,2017-02-22T21:34:35.596223+00:00,2015-06-30T18:19:08.141231+00:00,,,
madmobile,sysco-native-poc,sysco-native-poc,unknown,Archive,False,2017-02-21T18:42:41.095505+00:00,2015-07-01T19:25:58.488192+00:00,,,
madmobile,captivate-demo-ocp,captivate-demo-ocp,unknown,Archive,False,2025-06-20T15:43:38.527698+00:00,2015-07-08T17:42:20.171212+00:00,,,
madmobile,ios-submission-test-node,ios-submission-test-node,unknown,Archive,False,2016-01-21T20:33:53.311809+00:00,2015-07-17T14:48:17.081348+00:00,,,
madmobile,sslfix,sslfix,c#,Clients,False,2017-02-21T18:44:09.849427+00:00,2015-07-24T19:44:58.271948+00:00,,,
madmobile,sysco-button-api,Sysco Button API,nodejs,Archive,True,2026-02-12T23:42:35.270615+00:00,2015-07-31T15:19:57.195589+00:00,False,3.0,0.0
madmobile,oracle-store,Oracle-Store,unknown,Concierge,False,2017-02-21T18:48:54.438124+00:00,2015-08-12T19:12:58.253096+00:00,,,
madmobile,git-flow-docs,git-flow-docs,markdown,Archive,False,2017-08-23T18:07:21.886421+00:00,2015-08-14T20:42:11.978319+00:00,,,
madmobile,mad-node-soap,mad-node-soap,unknown,Archive,False,2017-02-21T19:32:59.588371+00:00,2015-08-19T21:09:59.628563+00:00,,,
madmobile,devops,devops,shell,DevOps,True,2026-04-01T17:22:28.955162+00:00,2015-10-08T19:24:17.382485+00:00,True,26.0,0.0
madmobile,the-oracle,the-oracle,javascript,Concierge,True,2026-02-19T18:40:19.367379+00:00,2015-10-09T15:30:52.359312+00:00,True,24.0,0.0
madmobile,allposters-node,allposters-node,nodejs,Archive,False,2017-03-08T18:35:41.130388+00:00,2015-10-12T18:40:15.452726+00:00,,,
madmobile,endless-expert,Endless Expert,javascript,Untitled project,True,2026-02-19T18:12:28.448039+00:00,2015-10-27T17:45:06.952650+00:00,False,5.0,0.0
madmobile,nebuchadnezzar,Nebuchadnezzar,nodejs,Concierge,False,2024-12-09T14:59:17.327181+00:00,2015-11-02T13:31:21.027597+00:00,,,
madmobile,sysco-api,sysco-api,nodejs,Sysco,False,2025-07-28T23:33:15.272267+00:00,2015-11-05T07:23:15.230420+00:00,,,
madmobile,mm-zbar,mm-zbar,unknown,Archive,False,2017-08-23T18:05:14.435317+00:00,2015-11-05T14:50:46.509826+00:00,,,
madmobile,mm-push-notification,mm-push-notification,unknown,Archive,False,2017-08-23T18:07:53.119710+00:00,2015-11-05T14:56:57.308712+00:00,,,
madmobile,support-services,support-services,nodejs,madcloud-core,True,2026-02-13T21:02:43.946912+00:00,2015-11-11T18:27:21.522409+00:00,False,8.0,0.0
madmobile,api-gateway,api-gateway,nodejs,madcloud-core,False,2025-10-15T20:23:23.782611+00:00,2015-11-15T04:27:52.138860+00:00,,,
madmobile,integration-service,integration-service,nodejs,core-services-archive,False,2023-06-23T21:45:32.362526+00:00,2015-11-15T05:11:44.679465+00:00,,,
madmobile,auth-service-old,auth-service-old,nodejs,core-services-archive,False,2025-11-28T01:18:36.444832+00:00,2015-11-15T05:35:08.523933+00:00,,,
madmobile,amqp-client,amqp-client,nodejs,core-services-archive,False,2017-09-08T14:08:35.489808+00:00,2015-11-20T18:11:47.175103+00:00,,,
madmobile,mad-node-soap2,mad-node-soap2,nodejs,Archive,False,2017-02-21T19:32:24.078160+00:00,2015-11-20T20:51:34.675630+00:00,,,
madmobile,microservice,microservice,nodejs,core-services-archive,False,2025-12-02T18:15:51.206219+00:00,2015-11-25T17:56:35.998445+00:00,,,
madmobile,services-registry,services-registry,nodejs,core-services-archive,False,2017-09-08T14:09:52.235306+00:00,2015-11-26T16:06:40.222328+00:00,,,
madmobile,soap-client,soap-client,nodejs,core-services-archive,False,2017-08-30T15:29:59.559454+00:00,2015-11-30T20:06:37.231365+00:00,,,
madmobile,core-logger,core-logger,nodejs,core-services-archive,False,2017-09-08T14:08:54.841576+00:00,2015-12-02T21:36:51.429317+00:00,,,
madmobile,handbook,handbook,markdown,core-services-archive,False,2021-08-05T13:13:21.969366+00:00,2015-12-03T13:23:08.792677+00:00,,,
madmobile,application-service,application-service,nodejs,madcloud-core,False,2025-10-15T20:42:26.355064+00:00,2015-12-03T17:46:35.681187+00:00,,,
madmobile,tenant-service,tenant-service,nodejs,madcloud-core,False,2025-11-27T05:48:41.404351+00:00,2015-12-04T19:08:56.330528+00:00,,,
madmobile,sysco-bazaarvoice,sysco-bazaarvoice,unknown,Sysco,False,2016-01-21T19:13:17.108262+00:00,2015-12-10T14:40:02.247359+00:00,,,
madmobile,router-creator,router-creator,nodejs,core-services-archive,False,2017-09-08T14:09:40.535847+00:00,2015-12-15T12:44:13.267124+00:00,,,
madmobile,model-creator,model-creator,nodejs,core-services-archive,False,2017-09-08T14:09:27.510780+00:00,2015-12-15T13:01:44.673354+00:00,,,
madmobile,mjolnir,mjolnir,nodejs,Concierge,False,2024-12-10T15:51:02.466279+00:00,2015-12-15T20:17:13.145863+00:00,,,
madmobile,connectors-runner,connectors-runner,nodejs,madcloud-core,False,2025-10-16T11:56:29.924251+00:00,2015-12-15T20:24:27.315405+00:00,,,
madmobile,http-connector,http-connector,nodejs,madcloud-core,False,2025-02-11T19:36:30.983807+00:00,2015-12-16T12:39:38.830473+00:00,,,
madmobile,sysco-online,sysco-online,javascript,Sysco,True,2026-02-19T19:29:43.066301+00:00,2015-12-18T16:07:28.252346+00:00,False,8.0,0.0
madmobile,soap-connector,soap-connector,nodejs,madcloud-core,False,2025-02-25T16:49:47.297576+00:00,2015-12-20T21:51:50.550304+00:00,,,
madmobile,js-runner,js-runner,nodejs,madcloud-core,False,2025-10-16T14:38:34.927686+00:00,2015-12-22T19:33:32.616303+00:00,,,
madmobile,services-client,services-client,nodejs,core-services-archive,False,2025-01-27T20:12:17.760337+00:00,2015-12-23T02:33:45.672931+00:00,,,
madmobile,node-soap,node-soap,nodejs,core-services-archive,False,2017-09-08T14:09:36.523796+00:00,2016-01-05T19:52:42.857513+00:00,,,
madmobile,archon-framework,archon-framework,javascript,Clients,True,2026-02-19T19:05:44.678434+00:00,2016-01-06T13:22:19.479251+00:00,True,10.0,0.0
madmobile,worker,worker,nodejs,core-services-archive,False,2017-09-08T14:09:58.689318+00:00,2016-01-06T15:11:50.808675+00:00,,,
madmobile,config-wrapper,config-wrapper,nodejs,core-services-archive,False,2017-09-21T19:23:24.431865+00:00,2016-01-07T14:41:23.338877+00:00,,,
madmobile,error-handler,error-handler,nodejs,core-services-archive,False,2017-09-08T14:08:59.298768+00:00,2016-01-12T13:42:39.420494+00:00,,,
madmobile,docs,docs,markdown,madcloud-core,True,2026-03-18T10:18:34.409031+00:00,2016-01-18T15:11:42.320629+00:00,True,1.0,0.0
madmobile,api-tests,api-tests,nodejs,madcloud-core,False,2025-08-12T16:26:39.871759+00:00,2016-01-28T16:18:35.825857+00:00,,,
madmobile,houseoffraser,HouseOfFraser,unknown,Concierge Demos,False,2016-02-03T16:47:26.153439+00:00,2016-02-01T15:21:24.674748+00:00,,,
madmobile,dunelm,Dunelm,unknown,Concierge Demos,False,2016-03-16T01:02:50.090174+00:00,2016-02-01T15:32:53.925487+00:00,,,
madmobile,cs-setup,cs-setup,nodejs,core-services-archive,False,2017-01-25T15:29:29.017783+00:00,2016-02-15T12:42:47.571639+00:00,,,
madmobile,sysco-uom-mobile,sysco-uom-mobile,javascript,Sysco,True,2026-02-19T21:49:52.669208+00:00,2016-02-16T04:40:46.850652+00:00,False,12.0,0.0
madmobile,concierge-demo,concierge-demo,unknown,Concierge Demos,True,2026-02-19T18:32:09.941339+00:00,2016-02-16T15:30:47.565019+00:00,False,5.0,0.0
madmobile,ashleystewart,AshleyStewart,unknown,Concierge Demos,False,2016-02-22T15:46:16.826802+00:00,2016-02-19T21:21:53.181040+00:00,,,
madmobile,mongo-scout,mongo-scout,unknown,Archive,True,2026-02-19T18:12:26.687203+00:00,2016-02-21T21:38:29.710132+00:00,False,3.0,0.0
madmobile,configuration-service,configuration-service,nodejs,madcloud-core,False,2025-10-16T11:39:08.521568+00:00,2016-02-23T18:59:42.564632+00:00,,,
madmobile,config-generator,config-generator,nodejs,core-services-archive,False,2024-12-09T16:42:04.092362+00:00,2016-02-23T19:55:52.924159+00:00,,,
madmobile,moltonbrown,MoltonBrown,unknown,Concierge Demos,False,2016-02-29T21:58:42.629034+00:00,2016-02-24T22:15:24.201288+00:00,,,
madmobile,amqp-pas-poc,amqp-pas-poc,nodejs,core-services-archive,False,2017-01-25T14:43:08.949346+00:00,2016-03-04T14:33:56.052421+00:00,,,
madmobile,endpoint-runner,endpoint-runner,nodejs,core-services-archive,False,2023-06-24T02:02:33.264234+00:00,2016-03-08T19:47:35.431418+00:00,,,
madmobile,latency-logger,latency-logger,nodejs,core-services-archive,False,2025-02-25T16:41:33.259251+00:00,2016-03-09T13:52:20.219723+00:00,,,
madmobile,base-system,base-system,nodejs,core-services-archive,False,2017-09-08T14:08:40.144125+00:00,2016-03-10T16:42:10.036190+00:00,,,
madmobile,integration-model,integration-model,nodejs,core-services-archive,False,2017-09-21T19:25:42.624636+00:00,2016-03-10T23:18:10.673634+00:00,,,
madmobile,talbots-demo,Talbots-demo,unknown,Concierge Demos,False,2019-06-28T11:34:54.508075+00:00,2016-03-11T19:05:22.138345+00:00,,,
madmobile,katespade,KateSpade,unknown,Concierge Demos,False,2016-04-19T13:00:55.066087+00:00,2016-03-14T17:07:38.662254+00:00,,,
madmobile,louisvuitton,LouisVuitton,unknown,Concierge Demos,False,2016-04-11T13:39:51.785940+00:00,2016-03-15T18:39:10.903497+00:00,,,
madmobile,node-soap-test,node-soap-test,nodejs,core-services-archive,True,2026-02-13T23:34:17.591918+00:00,2016-03-16T18:49:32.874608+00:00,False,5.0,0.0
madmobile,orchestrations-runner,orchestrations-runner,nodejs,core-services-archive,False,2017-01-25T15:31:53.210010+00:00,2016-03-16T22:15:42.932419+00:00,,,
madmobile,product-management-portal,product-management-portal,javascript,Management Portal,True,2026-02-19T18:17:21.359956+00:00,2016-03-17T15:01:28.227315+00:00,True,70.0,0.0
madmobile,mad-core,mad-core,nodejs,core-services-archive,False,2017-01-20T14:33:36.692829+00:00,2016-03-25T00:14:09.800390+00:00,,,
madmobile,config-templates,config-templates,nodejs,core-services-archive,False,2017-09-08T14:08:50.661782+00:00,2016-03-28T18:57:57.919037+00:00,,,
madmobile,message-bus,message-bus,nodejs,core-services-archive,False,2017-09-08T14:09:18.716880+00:00,2016-03-29T15:08:34.105116+00:00,,,
madmobile,customer-management-portal,customer-management-portal,javascript,Management Portal,False,2025-03-25T22:48:14.847445+00:00,2016-03-31T20:23:52.354015+00:00,,,
madmobile,concierge-hooks,concierge-hooks,nodejs,core-services,True,2026-02-14T04:07:43.999916+00:00,2016-04-01T15:07:38.671561+00:00,True,5.0,0.0
madmobile,storage-service,storage-service,nodejs,madcloud-core,True,2026-02-16T01:42:04.702657+00:00,2016-04-05T13:59:58.148339+00:00,True,5.0,0.0
madmobile,eslint-config-mad-core,eslint-config-mad-core,nodejs,core-services-archive,True,2026-02-19T18:12:29.276476+00:00,2016-04-19T18:09:44.371004+00:00,True,6.0,0.0
madmobile,logs-service,logs-service,nodejs,madcloud-core,False,2025-10-16T14:48:34.939536+00:00,2016-04-20T14:41:50.811484+00:00,,,
madmobile,mad-log,mad-log,unknown,Clients,False,2017-02-21T19:57:31.683811+00:00,2016-04-27T14:09:32.002209+00:00,,,
madmobile,core-client,core-client,nodejs,core-services-archive,True,2026-02-13T06:03:22.007273+00:00,2016-05-06T00:53:07.853409+00:00,False,3.0,0.0
madmobile,mmui,mmui,unknown,React Ecosystem,False,2019-10-18T21:39:07.483880+00:00,2016-05-06T15:30:43.760136+00:00,,,
madmobile,appconfig-service,appconfig-service,nodejs,core-services-archive,False,2017-10-25T18:05:24.294843+00:00,2016-05-09T20:33:56.778991+00:00,,,
madmobile,mmui-docs,mmui-docs,unknown,React Ecosystem,True,2026-01-09T22:54:01.789106+00:00,2016-05-10T14:46:53.641457+00:00,False,1.0,0.0
madmobile,mad-core-client,mad-core-client,nodejs,Management Portal,True,2026-02-13T00:10:33.752248+00:00,2016-05-13T18:13:44.982266+00:00,False,5.0,0.0
madmobile,workflow-service,workflow-service,nodejs,core-services-archive,False,2017-01-25T15:32:21.018551+00:00,2016-05-17T13:53:02.439952+00:00,,,
madmobile,ashleyfurniture,AshleyFurniture,unknown,Concierge Demos,False,2017-01-12T19:30:15.353632+00:00,2016-05-23T17:19:17.761059+00:00,,,
madmobile,armani,Armani,unknown,Concierge Demos,False,2016-06-07T14:55:26.186196+00:00,2016-05-25T18:50:02.153525+00:00,,,
madmobile,agent-service,agent-service,nodejs,madcloud-core,False,2025-10-15T20:02:14.492764+00:00,2016-05-25T19:08:20.439433+00:00,,,
madmobile,onpremise-agent,onpremise-agent,nodejs,core-services,False,2025-01-27T20:27:59.026929+00:00,2016-05-25T19:37:39.998348+00:00,,,
madmobile,agent-bay,agent-bay,nodejs,madcloud-core,False,2025-10-15T20:03:00.041627+00:00,2016-05-25T19:38:44.388761+00:00,,,
madmobile,sysco-resources,sysco-resources,unknown,Sysco,False,2016-06-08T17:52:52.750334+00:00,2016-06-08T16:57:18.744610+00:00,,,
madmobile,redis-client,redis-client,nodejs,core-services-archive,False,2018-07-04T17:29:23.430792+00:00,2016-06-16T19:05:55.264895+00:00,,,
madmobile,agent-portal,agent-portal,nodejs,core-services,True,2026-02-20T04:54:20.995181+00:00,2016-06-28T21:58:36.040828+00:00,True,16.0,0.0
madmobile,portal-theme,portal-theme,unknown,Management Portal,False,2017-07-24T18:37:05.650372+00:00,2016-06-30T15:54:04.051524+00:00,,,
madmobile,the-oracle-release,the-oracle-release,javascript,Concierge,False,2017-01-10T18:23:20.498553+00:00,2016-07-05T14:50:06.312542+00:00,,,
madmobile,cache-manager,cache-manager,nodejs,core-services-archive,False,2017-09-08T14:08:44.800094+00:00,2016-07-07T23:32:37.381036+00:00,,,
madmobile,workflow-runner,workflow-runner,nodejs,madcloud-core,False,2025-10-16T15:32:09.703826+00:00,2016-07-13T16:10:15.749273+00:00,,,
madmobile,endpoint-service,endpoint-service,nodejs,madcloud-core,False,2025-10-16T13:29:27.544063+00:00,2016-07-14T15:15:27.541179+00:00,,,
madmobile,endpoint-gateway,endpoint-gateway,nodejs,madcloud-core,False,2025-10-16T13:22:10.507186+00:00,2016-07-14T15:16:57.873713+00:00,,,
madmobile,integration-runner,integration-runner,nodejs,madcloud-core,False,2025-10-16T14:30:37.771615+00:00,2016-07-15T17:24:08.119066+00:00,,,
madmobile,footlocker,Footlocker,unknown,Concierge Demos,False,2016-12-12T20:58:51.946837+00:00,2016-07-15T19:17:54.691618+00:00,,,
madmobile,relate-connector,relate-connector,nodejs,core-services-archive,False,2018-02-21T12:53:57.020093+00:00,2016-07-21T19:02:32.561969+00:00,,,
madmobile,html-connector,html-connector,nodejs,core-services,False,2025-02-11T19:25:15.016547+00:00,2016-07-22T20:31:40.045208+00:00,,,
madmobile,email-service,email-service,nodejs,madcloud-core,False,2025-12-02T18:53:35.424067+00:00,2016-07-25T15:09:59.380857+00:00,,,
madmobile,concierge-bam,concierge-bam,unknown,Concierge,False,2025-06-20T18:59:22.584833+00:00,2016-07-29T13:35:25.853601+00:00,,,
madmobile,exchange-connector,exchange-connector,nodejs,core-services,False,2025-02-11T17:06:31.789658+00:00,2016-08-10T17:10:48.375875+00:00,,,
madmobile,node-ews,node-ews,nodejs,core-services-archive,False,2025-08-07T19:12:43.940031+00:00,2016-08-10T21:06:55.521637+00:00,,,
madmobile,agent-update,agent-update,nodejs,core-services-archive,False,2024-12-09T15:15:44.926373+00:00,2016-08-11T21:04:11.017126+00:00,,,
madmobile,concierge-ui-demos,concierge-ui-demos,unknown,Concierge,True,2026-02-13T00:05:12.293707+00:00,2016-08-12T00:19:10.556878+00:00,False,11.0,0.0
madmobile,ews_mono_poc,EWS_Mono_POC,f#,core-services-archive,False,2017-01-25T15:29:58.902357+00:00,2016-08-20T01:57:56.601168+00:00,,,
madmobile,operations,Operations,unknown,Untitled project,False,2017-02-21T18:49:39.459334+00:00,2016-08-30T14:16:34.976167+00:00,,,
madmobile,app-demo,app-demo,javascript,Management Portal,True,2026-02-19T18:17:20.642305+00:00,2016-09-01T13:12:59.933462+00:00,False,22.0,0.0
madmobile,idp-service,idp-service,nodejs,core-services-archive,False,2025-11-26T15:09:24.731804+00:00,2016-09-01T19:05:23.959619+00:00,,,
madmobile,fp-service,fp-service,nodejs,madcloud-core,False,2025-11-28T03:34:43.068405+00:00,2016-09-01T19:09:27.757730+00:00,,,
madmobile,customer-modules,customer-modules,javascript,Management Portal,True,2026-02-19T21:01:02.192303+00:00,2016-09-05T12:02:10.720591+00:00,False,22.0,0.0
madmobile,winstonbrands-aws,winstonbrands-aws,c#,Archive,False,2017-08-23T18:03:40.814034+00:00,2016-09-14T21:32:34.696384+00:00,,,
madmobile,madserv-aws,madserv-aws,c#,Archive,False,2017-08-23T18:08:21.291483+00:00,2016-09-14T21:53:41.599552+00:00,,,
madmobile,nebraskafurnituremart-aws,nebraskafurnituremart-aws,c#,Archive,False,2017-08-23T18:03:08.988695+00:00,2016-09-15T13:30:54.261478+00:00,,,
madmobile,madserv-core-aws,madserv-core-aws,c#,Archive,False,2017-08-23T18:08:04.951006+00:00,2016-09-15T21:33:11.702566+00:00,,,
madmobile,pagespeed,pagespeed,javascript,Archive,False,2017-02-22T21:34:40.145687+00:00,2016-09-20T15:25:56.002204+00:00,,,
madmobile,auth-portal,auth-portal,unknown,Management Portal,True,2026-02-19T18:33:28.786416+00:00,2016-09-22T02:25:39.156596+00:00,True,69.0,0.0
madmobile,developer-guide,developer-guide,markdown,Management Portal,False,2016-09-30T20:06:11.344405+00:00,2016-09-30T13:02:43.659745+00:00,,,
madmobile,macys,Macys,unknown,Concierge Demos,False,2017-04-25T14:53:07.270893+00:00,2016-10-03T17:18:24.365604+00:00,,,
madmobile,rsa-service,rsa-service,nodejs,madcloud-core,False,2025-10-16T15:12:08.494660+00:00,2016-10-11T13:10:20.401936+00:00,,,
madmobile,mockworks,mockworks,javascript,Sysco,False,2016-10-12T20:09:24.899726+00:00,2016-10-12T20:04:25.327624+00:00,,,
madmobile,storage-script,storage-script,unknown,Management Portal,True,2026-02-19T20:40:18.192831+00:00,2016-10-18T13:46:34.173410+00:00,False,4.0,0.0
madmobile,agent-admin,agent-admin,nodejs,core-services,False,2025-11-28T01:15:50.976829+00:00,2016-10-18T17:35:08.104237+00:00,,,
madmobile,sysco-xcode,sysco-xcode,objective-c,Sysco,False,2017-04-21T15:33:37.566974+00:00,2016-10-18T21:10:47.912535+00:00,,,
