profile,account_id,month,service,cost
mm-retail-prod-apac,357856625432,2026-01-03,Amazon ElastiCache,150.54
mm-retail-prod-apac,357856625432,2026-01-03,EC2 - Other,600.27
mm-retail-prod-apac,357856625432,2026-01-03,Amazon Elastic Compute Cloud - Compute,500.85
mm-retail-prod-apac,357856625432,2026-01-03,Amazon Elastic Container Service,10.68
mm-retail-prod-apac,357856625432,2026-01-03,Amazon Elastic Container Service for Kubernetes,440.92
mm-retail-prod-apac,357856625432,2026-01-03,Amazon Elastic Load Balancing,181.88
mm-retail-prod-apac,357856625432,2026-01-03,Amazon GuardDuty,134.81
mm-retail-prod-apac,357856625432,2026-01-03,Amazon Location Service,0.01
mm-retail-prod-apac,357856625432,2026-01-03,Amazon MQ,1127.7
mm-retail-prod-apac,357856625432,2026-01-03,Amazon Route 53,0.99
mm-retail-prod-apac,357856625432,2026-01-03,Amazon Simple Storage Service,13.14
mm-retail-prod-apac,357856625432,2026-01-03,Amazon Virtual Private Cloud,75.59
mm-retail-prod-apac,357856625432,2026-01-03,AmazonCloudWatch,11.87
mm-retail-prod-apac,357856625432,2026-02-01,AWS Config,6.13
mm-retail-prod-apac,357856625432,2026-02-01,AWS Global Accelerator,15.21
mm-retail-prod-apac,357856625432,2026-02-01,AWS Key Management Service,3.65
mm-retail-prod-apac,357856625432,2026-02-01,AWS Lambda,175.23
mm-retail-prod-apac,357856625432,2026-02-01,Amazon API Gateway,0.04
mm-retail-prod-apac,357856625432,2026-02-01,Amazon EC2 Container Registry (ECR),7.67
mm-retail-prod-apac,357856625432,2026-02-01,Amazon ElastiCache,261.34
mm-retail-prod-apac,357856625432,2026-02-01,EC2 - Other,607.59
mm-retail-prod-apac,357856625432,2026-02-01,Amazon Elastic Compute Cloud - Compute,338.14
mm-retail-prod-apac,357856625432,2026-02-01,Amazon Elastic Container Service,8.42
mm-retail-prod-apac,357856625432,2026-02-01,Amazon Elastic Container Service for Kubernetes,425.71
mm-retail-prod-apac,357856625432,2026-02-01,Amazon Elastic Load Balancing,175.65
mm-retail-prod-apac,357856625432,2026-02-01,Amazon GuardDuty,131.53
mm-retail-prod-apac,357856625432,2026-02-01,Amazon MQ,1106.21
mm-retail-prod-apac,357856625432,2026-02-01,Amazon Route 53,1.44
mm-retail-prod-apac,357856625432,2026-02-01,Amazon Simple Storage Service,15.54
mm-retail-prod-apac,357856625432,2026-02-01,Amazon Virtual Private Cloud,72.99
mm-retail-prod-apac,357856625432,2026-02-01,AmazonCloudWatch,11.91
mm-retail-prod-apac,357856625432,2026-03-01,AWS Config,20.0
mm-retail-prod-apac,357856625432,2026-03-01,AWS Cost Explorer,0.02
mm-retail-prod-apac,357856625432,2026-03-01,AWS Global Accelerator,16.84
mm-retail-prod-apac,357856625432,2026-03-01,AWS Key Management Service,3.65
mm-retail-prod-apac,357856625432,2026-03-01,AWS Lambda,194.01
mm-retail-prod-apac,357856625432,2026-03-01,Amazon API Gateway,0.04
mm-retail-prod-apac,357856625432,2026-03-01,Amazon EC2 Container Registry (ECR),7.73
mm-retail-prod-apac,357856625432,2026-03-01,Amazon ElastiCache,289.53
mm-retail-prod-apac,357856625432,2026-03-01,EC2 - Other,653.0
mm-retail-prod-apac,357856625432,2026-03-01,Amazon Elastic Compute Cloud - Compute,0.04
mm-retail-prod-apac,357856625432,2026-03-01,Amazon Elastic Container Service for Kubernetes,567.59
mm-retail-prod-apac,357856625432,2026-03-01,Amazon Elastic Load Balancing,194.43
mm-retail-prod-apac,357856625432,2026-03-01,Amazon GuardDuty,148.45
mm-retail-prod-apac,357856625432,2026-03-01,Amazon MQ,1210.28
mm-retail-prod-apac,357856625432,2026-03-01,Amazon Route 53,3.43
mm-retail-prod-apac,357856625432,2026-03-01,Amazon Simple Storage Service,16.13
mm-retail-prod-apac,357856625432,2026-03-01,Amazon Virtual Private Cloud,80.81
mm-retail-prod-apac,357856625432,2026-03-01,AmazonCloudWatch,12.43
mm-retail-prod-apac,357856625432,2026-04-01,AWS Config,3.14
mm-retail-prod-apac,357856625432,2026-04-01,AWS Global Accelerator,0.93
mm-retail-prod-apac,357856625432,2026-04-01,AWS Key Management Service,0.21
mm-retail-prod-apac,357856625432,2026-04-01,AWS Lambda,9.91
mm-retail-prod-apac,357856625432,2026-04-01,Amazon EC2 Container Registry (ECR),0.98
mm-retail-prod-apac,357856625432,2026-04-01,Amazon ElastiCache,16.3
mm-retail-prod-apac,357856625432,2026-04-01,EC2 - Other,44.77
mm-retail-prod-apac,357856625432,2026-04-01,Amazon Elastic Container Service for Kubernetes,14.42
mm-retail-prod-apac,357856625432,2026-04-01,Amazon Elastic Load Balancing,10.74
mm-retail-prod-apac,357856625432,2026-04-01,Amazon GuardDuty,8.56
mm-retail-prod-apac,357856625432,2026-04-01,Amazon MQ,68.95
mm-retail-prod-apac,357856625432,2026-04-01,Amazon Route 53,0.52
mm-retail-prod-apac,357856625432,2026-04-01,Amazon Simple Storage Service,1.09
mm-retail-prod-apac,357856625432,2026-04-01,Amazon Virtual Private Cloud,4.45
mm-retail-prod-apac,357856625432,2026-04-01,AmazonCloudWatch,0.61
mm-retail-prod-eu,266315811211,2026-01-03,AWS CloudTrail,0.02
mm-retail-prod-eu,266315811211,2026-01-03,AWS Config,24.02
mm-retail-prod-eu,266315811211,2026-01-03,AWS Global Accelerator,15.73
mm-retail-prod-eu,266315811211,2026-01-03,AWS Key Management Service,5.11
mm-retail-prod-eu,266315811211,2026-01-03,AWS Lambda,0.08
mm-retail-prod-eu,266315811211,2026-01-03,Amazon EC2 Container Registry (ECR),7.13
mm-retail-prod-eu,266315811211,2026-01-03,Amazon ElastiCache,270.85
mm-retail-prod-eu,266315811211,2026-01-03,EC2 - Other,1532.98
mm-retail-prod-eu,266315811211,2026-01-03,Amazon Elastic Compute Cloud - Compute,1917.16
mm-retail-prod-eu,266315811211,2026-01-03,Amazon Elastic Container Service,8.94
mm-retail-prod-eu,266315811211,2026-01-03,Amazon Elastic Container Service for Kubernetes,440.92
mm-retail-prod-eu,266315811211,2026-01-03,Amazon Elastic Load Balancing,228.39
mm-retail-prod-eu,266315811211,2026-01-03,Amazon GuardDuty,45.63
mm-retail-prod-eu,266315811211,2026-01-03,Amazon Location Service,0.01
mm-retail-prod-eu,266315811211,2026-01-03,Amazon MQ,1848.83
mm-retail-prod-eu,266315811211,2026-01-03,Amazon Route 53,1.12
mm-retail-prod-eu,266315811211,2026-01-03,Amazon Simple Storage Service,67.47
mm-retail-prod-eu,266315811211,2026-01-03,Amazon Virtual Private Cloud,53.55
mm-retail-prod-eu,266315811211,2026-01-03,AmazonCloudWatch,21.16
mm-retail-prod-eu,266315811211,2026-02-01,AWS Config,6.28
mm-retail-prod-eu,266315811211,2026-02-01,AWS Global Accelerator,15.21
mm-retail-prod-eu,266315811211,2026-02-01,AWS Key Management Service,5.46
mm-retail-prod-eu,266315811211,2026-02-01,AWS Lambda,0.06
mm-retail-prod-eu,266315811211,2026-02-01,Amazon EC2 Container Registry (ECR),7.71
mm-retail-prod-eu,266315811211,2026-02-01,Amazon ElastiCache,345.31
mm-retail-prod-eu,266315811211,2026-02-01,EC2 - Other,1575.86
mm-retail-prod-eu,266315811211,2026-02-01,Amazon Elastic Compute Cloud - Compute,1283.13
mm-retail-prod-eu,266315811211,2026-02-01,Amazon Elastic Container Service,8.63
mm-retail-prod-eu,266315811211,2026-02-01,Amazon Elastic Container Service for Kubernetes,425.71
mm-retail-prod-eu,266315811211,2026-02-01,Amazon Elastic Load Balancing,215.75
mm-retail-prod-eu,266315811211,2026-02-01,Amazon GuardDuty,39.86
mm-retail-prod-eu,266315811211,2026-02-01,Amazon MQ,1693.94
mm-retail-prod-eu,266315811211,2026-02-01,Amazon Route 53,1.68
mm-retail-prod-eu,266315811211,2026-02-01,Amazon Simple Storage Service,72.29
mm-retail-prod-eu,266315811211,2026-02-01,Amazon Virtual Private Cloud,51.7
mm-retail-prod-eu,266315811211,2026-02-01,AmazonCloudWatch,21.22
mm-retail-prod-eu,266315811211,2026-03-01,AWS Config,1.59
mm-retail-prod-eu,266315811211,2026-03-01,AWS Cost Explorer,0.02
mm-retail-prod-eu,266315811211,2026-03-01,AWS Global Accelerator,16.84
mm-retail-prod-eu,266315811211,2026-03-01,AWS Key Management Service,5.45
mm-retail-prod-eu,266315811211,2026-03-01,AWS Lambda,0.08
mm-retail-prod-eu,266315811211,2026-03-01,Amazon EC2 Container Registry (ECR),7.75
mm-retail-prod-eu,266315811211,2026-03-01,Amazon ElastiCache,382.45
mm-retail-prod-eu,266315811211,2026-03-01,EC2 - Other,1639.86
mm-retail-prod-eu,266315811211,2026-03-01,Amazon Elastic Compute Cloud - Compute,75.23
mm-retail-prod-eu,266315811211,2026-03-01,Amazon Elastic Container Service,1.55
mm-retail-prod-eu,266315811211,2026-03-01,Amazon Elastic Container Service for Kubernetes,569.06
mm-retail-prod-eu,266315811211,2026-03-01,Amazon Elastic Load Balancing,240.8
mm-retail-prod-eu,266315811211,2026-03-01,Amazon GuardDuty,45.86
mm-retail-prod-eu,266315811211,2026-03-01,Amazon MQ,1853.98
mm-retail-prod-eu,266315811211,2026-03-01,Amazon Route 53,1.82
mm-retail-prod-eu,266315811211,2026-03-01,Amazon Simple Storage Service,71.89
mm-retail-prod-eu,266315811211,2026-03-01,Amazon Virtual Private Cloud,57.24
mm-retail-prod-eu,266315811211,2026-03-01,AmazonCloudWatch,22.02
mm-retail-prod-eu,266315811211,2026-04-01,AWS Config,0.2
mm-retail-prod-eu,266315811211,2026-04-01,AWS Global Accelerator,0.93
mm-retail-prod-eu,266315811211,2026-04-01,AWS Key Management Service,0.3
mm-retail-prod-eu,266315811211,2026-04-01,Amazon EC2 Container Registry (ECR),0.45
mm-retail-prod-eu,266315811211,2026-04-01,Amazon ElastiCache,21.08
mm-retail-prod-eu,266315811211,2026-04-01,EC2 - Other,82.62
mm-retail-prod-eu,266315811211,2026-04-01,Amazon Elastic Compute Cloud - Compute,0.08
mm-retail-prod-eu,266315811211,2026-04-01,Amazon Elastic Container Service for Kubernetes,44.53
mm-retail-prod-eu,266315811211,2026-04-01,Amazon Elastic Load Balancing,12.07
mm-retail-prod-eu,266315811211,2026-04-01,Amazon GuardDuty,3.05
mm-retail-prod-eu,266315811211,2026-04-01,Amazon MQ,100.44
mm-retail-prod-eu,266315811211,2026-04-01,Amazon Route 53,0.71
mm-retail-prod-eu,266315811211,2026-04-01,Amazon Simple Storage Service,4.78
mm-retail-prod-eu,266315811211,2026-04-01,Amazon Virtual Private Cloud,3.15
mm-retail-prod-eu,266315811211,2026-04-01,AmazonCloudWatch,1.06
mm-retail-prod-us-dr,542575560358,2026-01-03,AWS Config,1.82
mm-retail-prod-us-dr,542575560358,2026-01-03,AWS Global Accelerator,15.73
mm-retail-prod-us-dr,542575560358,2026-01-03,AWS Key Management Service,7.62
mm-retail-prod-us-dr,542575560358,2026-01-03,Amazon EC2 Container Registry (ECR),0.5
mm-retail-prod-us-dr,542575560358,2026-01-03,Amazon ElastiCache,56.69
mm-retail-prod-us-dr,542575560358,2026-01-03,EC2 - Other,1049.43
mm-retail-prod-us-dr,542575560358,2026-01-03,Amazon Elastic Compute Cloud - Compute,1309.7
mm-retail-prod-us-dr,542575560358,2026-01-03,Amazon Elastic Container Service for Kubernetes,125.98
mm-retail-prod-us-dr,542575560358,2026-01-03,Amazon Elastic Load Balancing,160.47
mm-retail-prod-us-dr,542575560358,2026-01-03,Amazon GuardDuty,29.45
mm-retail-prod-us-dr,542575560358,2026-01-03,Amazon Location Service,0.01
mm-retail-prod-us-dr,542575560358,2026-01-03,Amazon Simple Storage Service,3.83
mm-retail-prod-us-dr,542575560358,2026-01-03,Amazon Virtual Private Cloud,63.01
mm-retail-prod-us-dr,542575560358,2026-01-03,AmazonCloudWatch,1.7
mm-retail-prod-us-dr,542575560358,2026-02-01,AWS Config,1.21
mm-retail-prod-us-dr,542575560358,2026-02-01,AWS Global Accelerator,15.2
mm-retail-prod-us-dr,542575560358,2026-02-01,AWS Key Management Service,8.15
mm-retail-prod-us-dr,542575560358,2026-02-01,Amazon EC2 Container Registry (ECR),0.53
mm-retail-prod-us-dr,542575560358,2026-02-01,Amazon ElastiCache,65.66
mm-retail-prod-us-dr,542575560358,2026-02-01,EC2 - Other,1164.88
mm-retail-prod-us-dr,542575560358,2026-02-01,Amazon Elastic Compute Cloud - Compute,1213.1
mm-retail-prod-us-dr,542575560358,2026-02-01,Amazon Elastic Container Service for Kubernetes,121.63
mm-retail-prod-us-dr,542575560358,2026-02-01,Amazon Elastic Load Balancing,154.9
mm-retail-prod-us-dr,542575560358,2026-02-01,Amazon GuardDuty,27.91
mm-retail-prod-us-dr,542575560358,2026-02-01,Amazon Route 53,0.18
mm-retail-prod-us-dr,542575560358,2026-02-01,Amazon Simple Storage Service,4.08
mm-retail-prod-us-dr,542575560358,2026-02-01,Amazon Virtual Private Cloud,60.84
mm-retail-prod-us-dr,542575560358,2026-02-01,AmazonCloudWatch,1.32
mm-retail-prod-us-dr,542575560358,2026-03-01,AWS Config,1.72
mm-retail-prod-us-dr,542575560358,2026-03-01,AWS Global Accelerator,16.83
mm-retail-prod-us-dr,542575560358,2026-03-01,AWS Key Management Service,8.14
mm-retail-prod-us-dr,542575560358,2026-03-01,Amazon EC2 Container Registry (ECR),0.54
mm-retail-prod-us-dr,542575560358,2026-03-01,Amazon ElastiCache,72.72
mm-retail-prod-us-dr,542575560358,2026-03-01,EC2 - Other,1227.1
mm-retail-prod-us-dr,542575560358,2026-03-01,Amazon Elastic Compute Cloud - Compute,1289.5
mm-retail-prod-us-dr,542575560358,2026-03-01,Amazon Elastic Container Service for Kubernetes,274.12
mm-retail-prod-us-dr,542575560358,2026-03-01,Amazon Elastic Load Balancing,171.55
mm-retail-prod-us-dr,542575560358,2026-03-01,Amazon GuardDuty,29.48
mm-retail-prod-us-dr,542575560358,2026-03-01,Amazon Route 53,0.18
mm-retail-prod-us-dr,542575560358,2026-03-01,Amazon Simple Storage Service,4.11
mm-retail-prod-us-dr,542575560358,2026-03-01,Amazon Virtual Private Cloud,68.48
mm-retail-prod-us-dr,542575560358,2026-03-01,AmazonCloudWatch,1.42
mm-retail-prod-us-dr,542575560358,2026-04-01,AWS Config,0.12
mm-retail-prod-us-dr,542575560358,2026-04-01,AWS Global Accelerator,0.93
mm-retail-prod-us-dr,542575560358,2026-04-01,AWS Key Management Service,0.45
mm-retail-prod-us-dr,542575560358,2026-04-01,Amazon EC2 Container Registry (ECR),0.03
mm-retail-prod-us-dr,542575560358,2026-04-01,Amazon ElastiCache,4.03
mm-retail-prod-us-dr,542575560358,2026-04-01,EC2 - Other,65.39
mm-retail-prod-us-dr,542575560358,2026-04-01,Amazon Elastic Compute Cloud - Compute,52.57
mm-retail-prod-us-dr,542575560358,2026-04-01,Amazon Elastic Container Service for Kubernetes,25.97
mm-retail-prod-us-dr,542575560358,2026-04-01,Amazon Elastic Load Balancing,9.46
mm-retail-prod-us-dr,542575560358,2026-04-01,Amazon GuardDuty,1.25
mm-retail-prod-us-dr,542575560358,2026-04-01,Amazon Route 53,0.18
mm-retail-prod-us-dr,542575560358,2026-04-01,Amazon Simple Storage Service,0.28
mm-retail-prod-us-dr,542575560358,2026-04-01,Amazon Virtual Private Cloud,3.9
mm-retail-prod-us-dr,542575560358,2026-04-01,AmazonCloudWatch,0.06
mm-retail-prod-us,125062011444,2026-01-03,AWS Backup,0.01
mm-retail-prod-us,125062011444,2026-01-03,AWS CloudTrail,156.76
mm-retail-prod-us,125062011444,2026-01-03,AWS Config,3.37
mm-retail-prod-us,125062011444,2026-01-03,AWS Data Pipeline,0.85
mm-retail-prod-us,125062011444,2026-01-03,AWS Key Management Service,3.42
mm-retail-prod-us,125062011444,2026-01-03,AWS Lambda,25.4
mm-retail-prod-us,125062011444,2026-01-03,AWS Secrets Manager,0.04
mm-retail-prod-us,125062011444,2026-01-03,AWS WAF,44.02
mm-retail-prod-us,125062011444,2026-01-03,AWS X-Ray,0.32
mm-retail-prod-us,125062011444,2026-01-03,Amazon API Gateway,2.76
mm-retail-prod-us,125062011444,2026-01-03,Amazon EC2 Container Registry (ECR),32.96
mm-retail-prod-us,125062011444,2026-01-03,Amazon ElastiCache,511.46
mm-retail-prod-us,125062011444,2026-01-03,EC2 - Other,6087.89
mm-retail-prod-us,125062011444,2026-01-03,Amazon Elastic Compute Cloud - Compute,5.76
mm-retail-prod-us,125062011444,2026-01-03,Amazon Elastic Container Service,15.55
mm-retail-prod-us,125062011444,2026-01-03,Amazon Elastic Container Service for Kubernetes,377.93
mm-retail-prod-us,125062011444,2026-01-03,Amazon Elastic File System,0.07
mm-retail-prod-us,125062011444,2026-01-03,Amazon Elastic Load Balancing,185.63
mm-retail-prod-us,125062011444,2026-01-03,Amazon GuardDuty,92.6
mm-retail-prod-us,125062011444,2026-01-03,Amazon Location Service,0.01
mm-retail-prod-us,125062011444,2026-01-03,Amazon MQ,2953.43
mm-retail-prod-us,125062011444,2026-01-03,Amazon Simple Notification Service,0.03
mm-retail-prod-us,125062011444,2026-01-03,Amazon Simple Storage Service,1051.78
mm-retail-prod-us,125062011444,2026-01-03,Amazon Virtual Private Cloud,211.02
mm-retail-prod-us,125062011444,2026-01-03,AmazonCloudWatch,57.11
mm-retail-prod-us,125062011444,2026-02-01,AWS Backup,0.02
mm-retail-prod-us,125062011444,2026-02-01,AWS CloudTrail,143.39
mm-retail-prod-us,125062011444,2026-02-01,AWS Config,4.41
mm-retail-prod-us,125062011444,2026-02-01,AWS Data Pipeline,0.91
mm-retail-prod-us,125062011444,2026-02-01,AWS Key Management Service,3.66
mm-retail-prod-us,125062011444,2026-02-01,AWS Lambda,24.84
mm-retail-prod-us,125062011444,2026-02-01,AWS Secrets Manager,0.03
mm-retail-prod-us,125062011444,2026-02-01,AWS WAF,47.06
mm-retail-prod-us,125062011444,2026-02-01,AWS X-Ray,0.27
mm-retail-prod-us,125062011444,2026-02-01,Amazon API Gateway,3.17
mm-retail-prod-us,125062011444,2026-02-01,Amazon EC2 Container Registry (ECR),35.35
mm-retail-prod-us,125062011444,2026-02-01,Amazon ElastiCache,493.83
mm-retail-prod-us,125062011444,2026-02-01,EC2 - Other,6570.25
mm-retail-prod-us,125062011444,2026-02-01,Amazon Elastic Compute Cloud - Compute,6.42
mm-retail-prod-us,125062011444,2026-02-01,Amazon Elastic Container Service,11.69
mm-retail-prod-us,125062011444,2026-02-01,Amazon Elastic Container Service for Kubernetes,364.9
mm-retail-prod-us,125062011444,2026-02-01,Amazon Elastic File System,0.08
mm-retail-prod-us,125062011444,2026-02-01,Amazon Elastic Load Balancing,217.17
mm-retail-prod-us,125062011444,2026-02-01,Amazon GuardDuty,96.18
mm-retail-prod-us,125062011444,2026-02-01,Amazon MQ,2908.56
mm-retail-prod-us,125062011444,2026-02-01,Amazon Route 53,0.18
mm-retail-prod-us,125062011444,2026-02-01,Amazon Simple Notification Service,0.03
mm-retail-prod-us,125062011444,2026-02-01,Amazon Simple Storage Service,1180.48
mm-retail-prod-us,125062011444,2026-02-01,Amazon Virtual Private Cloud,208.56
mm-retail-prod-us,125062011444,2026-02-01,AmazonCloudWatch,61.79
mm-retail-prod-us,125062011444,2026-03-01,AWS Backup,0.01
mm-retail-prod-us,125062011444,2026-03-01,AWS CloudTrail,141.74
mm-retail-prod-us,125062011444,2026-03-01,AWS Config,4.33
mm-retail-prod-us,125062011444,2026-03-01,AWS Cost Explorer,0.02
mm-retail-prod-us,125062011444,2026-03-01,AWS Data Pipeline,0.9
mm-retail-prod-us,125062011444,2026-03-01,AWS Key Management Service,3.66
mm-retail-prod-us,125062011444,2026-03-01,AWS Lambda,27.76
mm-retail-prod-us,125062011444,2026-03-01,AWS Secrets Manager,0.03
mm-retail-prod-us,125062011444,2026-03-01,AWS WAF,47.06
mm-retail-prod-us,125062011444,2026-03-01,AWS X-Ray,0.39
mm-retail-prod-us,125062011444,2026-03-01,Amazon API Gateway,2.68
mm-retail-prod-us,125062011444,2026-03-01,Amazon EC2 Container Registry (ECR),35.4
mm-retail-prod-us,125062011444,2026-03-01,Amazon ElastiCache,546.74
mm-retail-prod-us,125062011444,2026-03-01,EC2 - Other,6597.61
mm-retail-prod-us,125062011444,2026-03-01,Amazon Elastic Compute Cloud - Compute,6.12
mm-retail-prod-us,125062011444,2026-03-01,Amazon Elastic Container Service for Kubernetes,403.99
mm-retail-prod-us,125062011444,2026-03-01,Amazon Elastic File System,0.08
mm-retail-prod-us,125062011444,2026-03-01,Amazon Elastic Load Balancing,260.5
mm-retail-prod-us,125062011444,2026-03-01,Amazon GuardDuty,125.39
mm-retail-prod-us,125062011444,2026-03-01,Amazon MQ,3288.98
mm-retail-prod-us,125062011444,2026-03-01,Amazon Route 53,0.18
mm-retail-prod-us,125062011444,2026-03-01,Amazon Simple Notification Service,0.03
mm-retail-prod-us,125062011444,2026-03-01,Amazon Simple Storage Service,1183.99
mm-retail-prod-us,125062011444,2026-03-01,Amazon Virtual Private Cloud,232.31
mm-retail-prod-us,125062011444,2026-03-01,AmazonCloudWatch,58.67
mm-retail-prod-us,125062011444,2026-04-01,AWS CloudTrail,7.09
mm-retail-prod-us,125062011444,2026-04-01,AWS Config,0.33
mm-retail-prod-us,125062011444,2026-04-01,AWS Data Pipeline,0.05
mm-retail-prod-us,125062011444,2026-04-01,AWS Key Management Service,0.2
mm-retail-prod-us,125062011444,2026-04-01,AWS Lambda,1.06
mm-retail-prod-us,125062011444,2026-04-01,AWS WAF,2.68
mm-retail-prod-us,125062011444,2026-04-01,Amazon API Gateway,0.11
mm-retail-prod-us,125062011444,2026-04-01,Amazon EC2 Container Registry (ECR),1.98
mm-retail-prod-us,125062011444,2026-04-01,Amazon ElastiCache,29.9
mm-retail-prod-us,125062011444,2026-04-01,EC2 - Other,293.85
mm-retail-prod-us,125062011444,2026-04-01,Amazon Elastic Compute Cloud - Compute,0.28
mm-retail-prod-us,125062011444,2026-04-01,Amazon Elastic Container Service for Kubernetes,22.26
mm-retail-prod-us,125062011444,2026-04-01,Amazon Elastic Load Balancing,12.83
mm-retail-prod-us,125062011444,2026-04-01,Amazon GuardDuty,6.56
mm-retail-prod-us,125062011444,2026-04-01,Amazon MQ,181.36
mm-retail-prod-us,125062011444,2026-04-01,Amazon Route 53,0.91
mm-retail-prod-us,125062011444,2026-04-01,Amazon Simple Storage Service,78.59
mm-retail-prod-us,125062011444,2026-04-01,Amazon Virtual Private Cloud,12.57
mm-retail-prod-us,125062011444,2026-04-01,AmazonCloudWatch,2.79
mm-security,155215164482,2026-01-03,AWS Config,0.74
mm-security,155215164482,2026-01-03,AWS Key Management Service,1.71
mm-security,155215164482,2026-01-03,Amazon GuardDuty,2.97
mm-security,155215164482,2026-01-03,Amazon Location Service,0.01
mm-security,155215164482,2026-01-03,Amazon Simple Notification Service,0.2
mm-security,155215164482,2026-01-03,Amazon Simple Storage Service,0.75
mm-security,155215164482,2026-01-03,AmazonCloudWatch,0.4
mm-security,155215164482,2026-02-01,AWS Config,0.07
mm-security,155215164482,2026-02-01,AWS Key Management Service,1.83
mm-security,155215164482,2026-02-01,Amazon GuardDuty,2.78
mm-security,155215164482,2026-02-01,Amazon Simple Notification Service,0.08
mm-security,155215164482,2026-02-01,Amazon Simple Storage Service,0.9
mm-security,155215164482,2026-02-01,AmazonCloudWatch,0.05
mm-security,155215164482,2026-03-01,AWS Key Management Service,1.83
mm-security,155215164482,2026-03-01,Amazon GuardDuty,3.1
mm-security,155215164482,2026-03-01,Amazon Simple Notification Service,0.07
mm-security,155215164482,2026-03-01,Amazon Simple Storage Service,0.97
mm-security,155215164482,2026-03-01,AmazonCloudWatch,0.06
mm-security,155215164482,2026-04-01,AWS Key Management Service,0.1
mm-security,155215164482,2026-04-01,Amazon GuardDuty,0.16
mm-security,155215164482,2026-04-01,Amazon Simple Storage Service,0.06
mm-shared-artifact-registry,278608866843,2026-01-03,AWS CloudTrail,0.06
mm-shared-artifact-registry,278608866843,2026-01-03,AWS CodeArtifact,14.83
mm-shared-artifact-registry,278608866843,2026-01-03,AWS Config,0.39
mm-shared-artifact-registry,278608866843,2026-01-03,AWS Key Management Service,0.87
mm-shared-artifact-registry,278608866843,2026-01-03,Amazon EC2 Container Registry (ECR),15.15
mm-shared-artifact-registry,278608866843,2026-01-03,EC2 - Other,0.41
mm-shared-artifact-registry,278608866843,2026-01-03,Amazon GuardDuty,10.44
mm-shared-artifact-registry,278608866843,2026-01-03,Amazon Location Service,0.01
mm-shared-artifact-registry,278608866843,2026-01-03,Amazon Simple Storage Service,0.2
mm-shared-artifact-registry,278608866843,2026-01-03,AmazonCloudWatch,0.41
mm-shared-artifact-registry,278608866843,2026-02-01,AWS CodeArtifact,12.71
mm-shared-artifact-registry,278608866843,2026-02-01,AWS Config,0.09
mm-shared-artifact-registry,278608866843,2026-02-01,AWS Key Management Service,0.93
mm-shared-artifact-registry,278608866843,2026-02-01,Amazon EC2 Container Registry (ECR),16.53
mm-shared-artifact-registry,278608866843,2026-02-01,EC2 - Other,0.44
mm-shared-artifact-registry,278608866843,2026-02-01,Amazon GuardDuty,9.08
mm-shared-artifact-registry,278608866843,2026-02-01,Amazon Simple Storage Service,0.19
mm-shared-artifact-registry,278608866843,2026-02-01,AmazonCloudWatch,0.05
mm-shared-artifact-registry,278608866843,2026-03-01,AWS CodeArtifact,14.6
mm-shared-artifact-registry,278608866843,2026-03-01,AWS Config,0.02
mm-shared-artifact-registry,278608866843,2026-03-01,AWS Key Management Service,0.93
mm-shared-artifact-registry,278608866843,2026-03-01,Amazon EC2 Container Registry (ECR),18.03
mm-shared-artifact-registry,278608866843,2026-03-01,EC2 - Other,0.44
mm-shared-artifact-registry,278608866843,2026-03-01,Amazon GuardDuty,10.92
mm-shared-artifact-registry,278608866843,2026-03-01,Amazon Simple Storage Service,0.22
mm-shared-artifact-registry,278608866843,2026-03-01,AmazonCloudWatch,0.06
mm-shared-artifact-registry,278608866843,2026-04-01,AWS CodeArtifact,0.04
mm-shared-artifact-registry,278608866843,2026-04-01,AWS Key Management Service,0.05
mm-shared-artifact-registry,278608866843,2026-04-01,Amazon EC2 Container Registry (ECR),1.01
mm-shared-artifact-registry,278608866843,2026-04-01,EC2 - Other,0.01
mm-shared-artifact-registry,278608866843,2026-04-01,Amazon GuardDuty,0.44
mm-shared-artifact-registry,278608866843,2026-04-01,Amazon Simple Storage Service,0.01
mm-shared-services,654654350563,2026-01-03,AWS CloudTrail,0.99
mm-shared-services,654654350563,2026-01-03,AWS Config,0.56
mm-shared-services,654654350563,2026-01-03,AWS Key Management Service,8.5
mm-shared-services,654654350563,2026-01-03,EC2 - Other,762.4
mm-shared-services,654654350563,2026-01-03,Amazon Elastic Compute Cloud - Compute,10.08
mm-shared-services,654654350563,2026-01-03,Amazon Elastic Container Service for Kubernetes,62.99
mm-shared-services,654654350563,2026-01-03,Amazon Elastic Load Balancing,329.25
mm-shared-services,654654350563,2026-01-03,Amazon GuardDuty,65.09
mm-shared-services,654654350563,2026-01-03,Amazon Location Service,0.01
mm-shared-services,654654350563,2026-01-03,Amazon Route 53,0.01
mm-shared-services,654654350563,2026-01-03,Amazon Simple Queue Service,0.05
mm-shared-services,654654350563,2026-01-03,Amazon Simple Storage Service,277.42
mm-shared-services,654654350563,2026-01-03,Amazon Virtual Private Cloud,91.75
mm-shared-services,654654350563,2026-01-03,AmazonCloudWatch,45.31
mm-shared-services,654654350563,2026-02-01,AWS Config,0.34
mm-shared-services,654654350563,2026-02-01,AWS Key Management Service,9.05
mm-shared-services,654654350563,2026-02-01,EC2 - Other,762.27
mm-shared-services,654654350563,2026-02-01,Amazon Elastic Compute Cloud - Compute,66.22
