profile,account_id,month,service,cost
mm-madmobile-mgmt,302042158767,2026-03-01,AWS HealthImaging,0.03
mm-madmobile-mgmt,302042158767,2026-03-01,AWS Key Management Service,219.93
mm-madmobile-mgmt,302042158767,2026-03-01,AWS Lambda,345.85
mm-madmobile-mgmt,302042158767,2026-03-01,AWS Secrets Manager,170.01
mm-madmobile-mgmt,302042158767,2026-03-01,AWS Security Hub,128.99
mm-madmobile-mgmt,302042158767,2026-03-01,AWS Support (Enterprise),17774.79
mm-madmobile-mgmt,302042158767,2026-03-01,AWS Systems Manager,0.1
mm-madmobile-mgmt,302042158767,2026-03-01,AWS Transfer Family,404.0
mm-madmobile-mgmt,302042158767,2026-03-01,AWS WAF,809.68
mm-madmobile-mgmt,302042158767,2026-03-01,AWS X-Ray,4.75
mm-madmobile-mgmt,302042158767,2026-03-01,Amazon API Gateway,6.29
mm-madmobile-mgmt,302042158767,2026-03-01,Amazon Athena,35.82
mm-madmobile-mgmt,302042158767,2026-03-01,Amazon CloudFront,0.05
mm-madmobile-mgmt,302042158767,2026-03-01,Amazon DocumentDB (with MongoDB compatibility),376.0
mm-madmobile-mgmt,302042158767,2026-03-01,Amazon DynamoDB,61.04
mm-madmobile-mgmt,302042158767,2026-03-01,Amazon EC2 Container Registry (ECR),614.84
mm-madmobile-mgmt,302042158767,2026-03-01,Amazon ElastiCache,10998.27
mm-madmobile-mgmt,302042158767,2026-03-01,EC2 - Other,42099.84
mm-madmobile-mgmt,302042158767,2026-03-01,Amazon Elastic Compute Cloud - Compute,9297.4
mm-madmobile-mgmt,302042158767,2026-03-01,Amazon Elastic Container Service,1.86
mm-madmobile-mgmt,302042158767,2026-03-01,Amazon Elastic Container Service for Kubernetes,2945.84
mm-madmobile-mgmt,302042158767,2026-03-01,Amazon Elastic File System,0.23
mm-madmobile-mgmt,302042158767,2026-03-01,Amazon Elastic Load Balancing,10110.07
mm-madmobile-mgmt,302042158767,2026-03-01,Amazon GuardDuty,2192.18
mm-madmobile-mgmt,302042158767,2026-03-01,Amazon Kinesis,60.6
mm-madmobile-mgmt,302042158767,2026-03-01,Amazon Lightsail,108.19
mm-madmobile-mgmt,302042158767,2026-03-01,Amazon Location Service,226.29
mm-madmobile-mgmt,302042158767,2026-03-01,Amazon MQ,6585.01
mm-madmobile-mgmt,302042158767,2026-03-01,Amazon Managed Streaming for Apache Kafka,1509.41
mm-madmobile-mgmt,302042158767,2026-03-01,Amazon Neptune,0.07
mm-madmobile-mgmt,302042158767,2026-03-01,Amazon OpenSearch Service,7074.19
mm-madmobile-mgmt,302042158767,2026-03-01,Amazon QuickSight,37.23
mm-madmobile-mgmt,302042158767,2026-03-01,Amazon Redshift,3.24
mm-madmobile-mgmt,302042158767,2026-03-01,Amazon Registrar,288.0
mm-madmobile-mgmt,302042158767,2026-03-01,Amazon Relational Database Service,35696.53
mm-madmobile-mgmt,302042158767,2026-03-01,Amazon Route 53,170.26
mm-madmobile-mgmt,302042158767,2026-03-01,Amazon Simple Email Service,4.41
mm-madmobile-mgmt,302042158767,2026-03-01,Amazon Simple Notification Service,2.33
mm-madmobile-mgmt,302042158767,2026-03-01,Amazon Simple Queue Service,146.18
mm-madmobile-mgmt,302042158767,2026-03-01,Amazon Simple Storage Service,8339.95
mm-madmobile-mgmt,302042158767,2026-03-01,Amazon Virtual Private Cloud,6128.01
mm-madmobile-mgmt,302042158767,2026-03-01,AmazonCloudWatch,7977.87
mm-madmobile-mgmt,302042158767,2026-03-01,Cursor,38160.0
mm-madmobile-mgmt,302042158767,2026-03-01,Native Cloud Data Warehouse Analytics & Business Intelligence Software,7500.0
mm-madmobile-mgmt,302042158767,2026-03-01,OCBLateFee,3701.6
mm-madmobile-mgmt,302042158767,2026-03-01,Savings Plans for AWS Compute usage,71701.17
mm-madmobile-mgmt,302042158767,2026-03-01,Snyk: Developer Security Platform,3208.31
mm-madmobile-mgmt,302042158767,2026-03-01,TrendAI™ Cloud One,1368.03
mm-madmobile-mgmt,302042158767,2026-03-01,Vanta,3333.33
mm-madmobile-mgmt,302042158767,2026-03-01,[AWS MP Private Offer] - MongoDB Atlas on AWS - Contract with Usage (V6),4756.0
mm-madmobile-mgmt,302042158767,2026-04-01,AWS Certificate Manager,1448.0
mm-madmobile-mgmt,302042158767,2026-04-01,AWS CloudTrail,7.09
mm-madmobile-mgmt,302042158767,2026-04-01,AWS CodeArtifact,0.04
mm-madmobile-mgmt,302042158767,2026-04-01,AWS Config,52.04
mm-madmobile-mgmt,302042158767,2026-04-01,AWS Cost Explorer,0.88
mm-madmobile-mgmt,302042158767,2026-04-01,AWS Data Pipeline,0.05
mm-madmobile-mgmt,302042158767,2026-04-01,AWS Directory Service,5.64
mm-madmobile-mgmt,302042158767,2026-04-01,AWS Elemental MediaConvert,0.01
mm-madmobile-mgmt,302042158767,2026-04-01,AWS Global Accelerator,2.78
mm-madmobile-mgmt,302042158767,2026-04-01,AWS Glue,0.15
mm-madmobile-mgmt,302042158767,2026-04-01,AWS Key Management Service,10.84
mm-madmobile-mgmt,302042158767,2026-04-01,AWS Lambda,11.79
mm-madmobile-mgmt,302042158767,2026-04-01,AWS Secrets Manager,9.79
mm-madmobile-mgmt,302042158767,2026-04-01,AWS Security Hub,8.14
mm-madmobile-mgmt,302042158767,2026-04-01,AWS Support (Enterprise),6975.07
mm-madmobile-mgmt,302042158767,2026-04-01,AWS Transfer Family,22.26
mm-madmobile-mgmt,302042158767,2026-04-01,AWS WAF,46.0
mm-madmobile-mgmt,302042158767,2026-04-01,Amazon API Gateway,0.25
mm-madmobile-mgmt,302042158767,2026-04-01,Amazon Athena,2.35
mm-madmobile-mgmt,302042158767,2026-04-01,Amazon DocumentDB (with MongoDB compatibility),20.22
mm-madmobile-mgmt,302042158767,2026-04-01,Amazon DynamoDB,0.18
mm-madmobile-mgmt,302042158767,2026-04-01,Amazon EC2 Container Registry (ECR),34.69
mm-madmobile-mgmt,302042158767,2026-04-01,Amazon ElastiCache,618.19
mm-madmobile-mgmt,302042158767,2026-04-01,EC2 - Other,1957.35
mm-madmobile-mgmt,302042158767,2026-04-01,Amazon Elastic Compute Cloud - Compute,406.96
mm-madmobile-mgmt,302042158767,2026-04-01,Amazon Elastic Container Service for Kubernetes,144.29
mm-madmobile-mgmt,302042158767,2026-04-01,Amazon Elastic File System,0.01
mm-madmobile-mgmt,302042158767,2026-04-01,Amazon Elastic Load Balancing,540.64
mm-madmobile-mgmt,302042158767,2026-04-01,Amazon GuardDuty,123.81
mm-madmobile-mgmt,302042158767,2026-04-01,Amazon Kinesis,3.42
mm-madmobile-mgmt,302042158767,2026-04-01,Amazon Lightsail,5.57
mm-madmobile-mgmt,302042158767,2026-04-01,Amazon Location Service,14.44
mm-madmobile-mgmt,302042158767,2026-04-01,Amazon MQ,363.59
mm-madmobile-mgmt,302042158767,2026-04-01,Amazon Managed Streaming for Apache Kafka,85.84
mm-madmobile-mgmt,302042158767,2026-04-01,Amazon OpenSearch Service,358.64
mm-madmobile-mgmt,302042158767,2026-04-01,Amazon QuickSight,2.11
mm-madmobile-mgmt,302042158767,2026-04-01,Amazon Redshift,0.18
mm-madmobile-mgmt,302042158767,2026-04-01,Amazon Relational Database Service,1885.91
mm-madmobile-mgmt,302042158767,2026-04-01,Amazon Route 53,27.19
mm-madmobile-mgmt,302042158767,2026-04-01,Amazon Simple Email Service,0.31
mm-madmobile-mgmt,302042158767,2026-04-01,Amazon Simple Notification Service,0.01
mm-madmobile-mgmt,302042158767,2026-04-01,Amazon Simple Queue Service,6.86
mm-madmobile-mgmt,302042158767,2026-04-01,Amazon Simple Storage Service,534.39
mm-madmobile-mgmt,302042158767,2026-04-01,Amazon Virtual Private Cloud,318.87
mm-madmobile-mgmt,302042158767,2026-04-01,AmazonCloudWatch,431.03
mm-madmobile-mgmt,302042158767,2026-04-01,Savings Plans for AWS Compute usage,4625.88
mm-madmobile-mgmt,302042158767,2026-04-01,TrendAI™ Cloud One,33.31
mm-madmobile-mgmt,302042158767,2026-04-01,[AWS MP Private Offer] - MongoDB Atlas on AWS - Contract with Usage (V6),114.0
mm-marketplace-seller,026090514637,2026-01-03,AWS Config,0.35
mm-marketplace-seller,026090514637,2026-01-03,AWS Key Management Service,0.02
mm-marketplace-seller,026090514637,2026-01-03,Amazon GuardDuty,2.56
mm-marketplace-seller,026090514637,2026-01-03,Amazon Location Service,0.01
mm-marketplace-seller,026090514637,2026-01-03,Amazon Simple Queue Service,0.19
mm-marketplace-seller,026090514637,2026-01-03,Amazon Simple Storage Service,0.06
mm-marketplace-seller,026090514637,2026-01-03,AmazonCloudWatch,0.42
mm-marketplace-seller,026090514637,2026-02-01,AWS Config,0.08
mm-marketplace-seller,026090514637,2026-02-01,AWS Key Management Service,0.02
mm-marketplace-seller,026090514637,2026-02-01,Amazon GuardDuty,2.43
mm-marketplace-seller,026090514637,2026-02-01,Amazon Simple Queue Service,0.19
mm-marketplace-seller,026090514637,2026-02-01,Amazon Simple Storage Service,0.06
mm-marketplace-seller,026090514637,2026-02-01,AmazonCloudWatch,0.07
mm-marketplace-seller,026090514637,2026-03-01,AWS Key Management Service,0.02
mm-marketplace-seller,026090514637,2026-03-01,Amazon GuardDuty,2.51
mm-marketplace-seller,026090514637,2026-03-01,Amazon Simple Queue Service,0.21
mm-marketplace-seller,026090514637,2026-03-01,Amazon Simple Storage Service,0.08
mm-marketplace-seller,026090514637,2026-03-01,AmazonCloudWatch,0.08
mm-marketplace-seller,026090514637,2026-04-01,Amazon GuardDuty,0.12
mm-marketplace-seller,026090514637,2026-04-01,Amazon Simple Queue Service,0.01
mm-menupad-prod-metro,622065827965,2026-01-03,AWS Config,1.12
mm-menupad-prod-metro,622065827965,2026-01-03,AWS Key Management Service,0.02
mm-menupad-prod-metro,622065827965,2026-01-03,AWS Lambda,5.85
mm-menupad-prod-metro,622065827965,2026-01-03,Amazon API Gateway,0.88
mm-menupad-prod-metro,622065827965,2026-01-03,Amazon CloudFront,0.03
mm-menupad-prod-metro,622065827965,2026-01-03,Amazon ElastiCache,196.52
mm-menupad-prod-metro,622065827965,2026-01-03,EC2 - Other,69.25
mm-menupad-prod-metro,622065827965,2026-01-03,Amazon Elastic Compute Cloud - Compute,167.91
mm-menupad-prod-metro,622065827965,2026-01-03,Amazon Elastic Load Balancing,47.36
mm-menupad-prod-metro,622065827965,2026-01-03,Amazon GuardDuty,3.48
mm-menupad-prod-metro,622065827965,2026-01-03,Amazon Location Service,0.01
mm-menupad-prod-metro,622065827965,2026-01-03,Amazon Relational Database Service,1262.51
mm-menupad-prod-metro,622065827965,2026-01-03,Amazon Route 53,0.28
mm-menupad-prod-metro,622065827965,2026-01-03,Amazon Simple Storage Service,110.46
mm-menupad-prod-metro,622065827965,2026-01-03,Amazon Virtual Private Cloud,28.36
mm-menupad-prod-metro,622065827965,2026-01-03,AmazonCloudWatch,13.96
mm-menupad-prod-metro,622065827965,2026-02-01,AWS Config,0.41
mm-menupad-prod-metro,622065827965,2026-02-01,AWS Key Management Service,0.02
mm-menupad-prod-metro,622065827965,2026-02-01,AWS Lambda,4.74
mm-menupad-prod-metro,622065827965,2026-02-01,Amazon API Gateway,0.81
mm-menupad-prod-metro,622065827965,2026-02-01,Amazon CloudFront,0.04
mm-menupad-prod-metro,622065827965,2026-02-01,Amazon ElastiCache,265.65
mm-menupad-prod-metro,622065827965,2026-02-01,EC2 - Other,71.06
mm-menupad-prod-metro,622065827965,2026-02-01,Amazon Elastic Compute Cloud - Compute,162.12
mm-menupad-prod-metro,622065827965,2026-02-01,Amazon Elastic Load Balancing,45.67
mm-menupad-prod-metro,622065827965,2026-02-01,Amazon GuardDuty,3.29
mm-menupad-prod-metro,622065827965,2026-02-01,Amazon Relational Database Service,1221.5
mm-menupad-prod-metro,622065827965,2026-02-01,Amazon Route 53,0.4
mm-menupad-prod-metro,622065827965,2026-02-01,Amazon Simple Storage Service,118.27
mm-menupad-prod-metro,622065827965,2026-02-01,Amazon Virtual Private Cloud,27.38
mm-menupad-prod-metro,622065827965,2026-02-01,AmazonCloudWatch,14.4
mm-menupad-prod-metro,622065827965,2026-03-01,AWS Config,0.41
mm-menupad-prod-metro,622065827965,2026-03-01,AWS Key Management Service,0.03
mm-menupad-prod-metro,622065827965,2026-03-01,AWS Lambda,5.79
mm-menupad-prod-metro,622065827965,2026-03-01,Amazon API Gateway,1.01
mm-menupad-prod-metro,622065827965,2026-03-01,Amazon CloudFront,0.05
mm-menupad-prod-metro,622065827965,2026-03-01,Amazon ElastiCache,226.31
mm-menupad-prod-metro,622065827965,2026-03-01,EC2 - Other,74.03
mm-menupad-prod-metro,622065827965,2026-03-01,Amazon Elastic Compute Cloud - Compute,201.87
mm-menupad-prod-metro,622065827965,2026-03-01,Amazon Elastic Load Balancing,50.55
mm-menupad-prod-metro,622065827965,2026-03-01,Amazon GuardDuty,3.54
mm-menupad-prod-metro,622065827965,2026-03-01,Amazon Registrar,15.0
mm-menupad-prod-metro,622065827965,2026-03-01,Amazon Relational Database Service,1294.84
mm-menupad-prod-metro,622065827965,2026-03-01,Amazon Route 53,0.41
mm-menupad-prod-metro,622065827965,2026-03-01,Amazon Simple Storage Service,118.17
mm-menupad-prod-metro,622065827965,2026-03-01,Amazon Virtual Private Cloud,31.15
mm-menupad-prod-metro,622065827965,2026-03-01,AmazonCloudWatch,14.39
mm-menupad-prod-metro,622065827965,2026-04-01,AWS Config,0.06
mm-menupad-prod-metro,622065827965,2026-04-01,AWS Lambda,0.01
mm-menupad-prod-metro,622065827965,2026-04-01,Amazon ElastiCache,6.86
mm-menupad-prod-metro,622065827965,2026-04-01,EC2 - Other,3.48
mm-menupad-prod-metro,622065827965,2026-04-01,Amazon Elastic Compute Cloud - Compute,13.76
mm-menupad-prod-metro,622065827965,2026-04-01,Amazon Elastic Load Balancing,2.79
mm-menupad-prod-metro,622065827965,2026-04-01,Amazon GuardDuty,0.15
mm-menupad-prod-metro,622065827965,2026-04-01,Amazon Relational Database Service,72.22
mm-menupad-prod-metro,622065827965,2026-04-01,Amazon Route 53,0.36
mm-menupad-prod-metro,622065827965,2026-04-01,Amazon Simple Storage Service,8.13
mm-menupad-prod-metro,622065827965,2026-04-01,Amazon Virtual Private Cloud,1.7
mm-menupad-prod-metro,622065827965,2026-04-01,AmazonCloudWatch,0.72
mm-mm-archive,673260261206,2026-01-03,AWS Config,0.8
mm-mm-archive,673260261206,2026-01-03,AWS Key Management Service,5.1
mm-mm-archive,673260261206,2026-01-03,AWS Lambda,0.2
mm-mm-archive,673260261206,2026-01-03,AWS Secrets Manager,0.35
mm-mm-archive,673260261206,2026-01-03,Amazon API Gateway,1.5
mm-mm-archive,673260261206,2026-01-03,Amazon EC2 Container Registry (ECR),0.15
mm-mm-archive,673260261206,2026-01-03,EC2 - Other,199.64
mm-mm-archive,673260261206,2026-01-03,Amazon Elastic Compute Cloud - Compute,374.78
mm-mm-archive,673260261206,2026-01-03,Amazon Elastic File System,0.03
mm-mm-archive,673260261206,2026-01-03,Amazon Elastic Load Balancing,109.01
mm-mm-archive,673260261206,2026-01-03,Amazon GuardDuty,4.58
mm-mm-archive,673260261206,2026-01-03,Amazon Lightsail,72.39
mm-mm-archive,673260261206,2026-01-03,Amazon Location Service,0.01
mm-mm-archive,673260261206,2026-01-03,Amazon Relational Database Service,4.83
mm-mm-archive,673260261206,2026-01-03,Amazon Simple Storage Service,71.91
mm-mm-archive,673260261206,2026-01-03,Amazon Virtual Private Cloud,53.58
mm-mm-archive,673260261206,2026-01-03,AmazonCloudWatch,2.35
mm-mm-archive,673260261206,2026-02-01,AWS Config,0.38
mm-mm-archive,673260261206,2026-02-01,AWS Key Management Service,5.45
mm-mm-archive,673260261206,2026-02-01,AWS Lambda,0.25
mm-mm-archive,673260261206,2026-02-01,AWS Secrets Manager,0.37
mm-mm-archive,673260261206,2026-02-01,Amazon API Gateway,1.59
mm-mm-archive,673260261206,2026-02-01,Amazon EC2 Container Registry (ECR),0.16
mm-mm-archive,673260261206,2026-02-01,EC2 - Other,207.58
mm-mm-archive,673260261206,2026-02-01,Amazon Elastic Compute Cloud - Compute,361.87
mm-mm-archive,673260261206,2026-02-01,Amazon Elastic File System,0.01
mm-mm-archive,673260261206,2026-02-01,Amazon Elastic Load Balancing,105.13
mm-mm-archive,673260261206,2026-02-01,Amazon GuardDuty,4.44
mm-mm-archive,673260261206,2026-02-01,Amazon Lightsail,70.04
mm-mm-archive,673260261206,2026-02-01,Amazon Relational Database Service,5.16
mm-mm-archive,673260261206,2026-02-01,Amazon Route 53,0.45
mm-mm-archive,673260261206,2026-02-01,Amazon Simple Storage Service,76.91
mm-mm-archive,673260261206,2026-02-01,Amazon Virtual Private Cloud,51.71
mm-mm-archive,673260261206,2026-02-01,AmazonCloudWatch,2.12
mm-mm-archive,673260261206,2026-03-01,AWS Config,0.57
mm-mm-archive,673260261206,2026-03-01,AWS Cost Explorer,0.02
mm-mm-archive,673260261206,2026-03-01,AWS Key Management Service,5.46
mm-mm-archive,673260261206,2026-03-01,AWS Lambda,0.28
mm-mm-archive,673260261206,2026-03-01,AWS Secrets Manager,0.37
mm-mm-archive,673260261206,2026-03-01,Amazon API Gateway,1.38
mm-mm-archive,673260261206,2026-03-01,Amazon EC2 Container Registry (ECR),0.16
mm-mm-archive,673260261206,2026-03-01,EC2 - Other,213.4
mm-mm-archive,673260261206,2026-03-01,Amazon Elastic Compute Cloud - Compute,400.64
mm-mm-archive,673260261206,2026-03-01,Amazon Elastic File System,0.02
mm-mm-archive,673260261206,2026-03-01,Amazon Elastic Load Balancing,116.61
mm-mm-archive,673260261206,2026-03-01,Amazon GuardDuty,4.74
mm-mm-archive,673260261206,2026-03-01,Amazon Lightsail,77.45
mm-mm-archive,673260261206,2026-03-01,Amazon Relational Database Service,5.16
mm-mm-archive,673260261206,2026-03-01,Amazon Route 53,2.26
mm-mm-archive,673260261206,2026-03-01,Amazon Simple Storage Service,77.0
mm-mm-archive,673260261206,2026-03-01,Amazon Virtual Private Cloud,57.27
mm-mm-archive,673260261206,2026-03-01,AmazonCloudWatch,2.32
mm-mm-archive,673260261206,2026-04-01,AWS Config,0.08
mm-mm-archive,673260261206,2026-04-01,AWS Key Management Service,0.3
mm-mm-archive,673260261206,2026-04-01,AWS Lambda,0.01
mm-mm-archive,673260261206,2026-04-01,AWS Secrets Manager,0.02
mm-mm-archive,673260261206,2026-04-01,Amazon API Gateway,0.04
mm-mm-archive,673260261206,2026-04-01,EC2 - Other,10.93
mm-mm-archive,673260261206,2026-04-01,Amazon Elastic Compute Cloud - Compute,20.6
mm-mm-archive,673260261206,2026-04-01,Amazon Elastic Load Balancing,6.46
mm-mm-archive,673260261206,2026-04-01,Amazon GuardDuty,0.2
mm-mm-archive,673260261206,2026-04-01,Amazon Lightsail,4.24
mm-mm-archive,673260261206,2026-04-01,Amazon Relational Database Service,0.28
mm-mm-archive,673260261206,2026-04-01,Amazon Route 53,0.45
mm-mm-archive,673260261206,2026-04-01,Amazon Simple Storage Service,5.29
mm-mm-archive,673260261206,2026-04-01,Amazon Virtual Private Cloud,2.94
mm-mm-archive,673260261206,2026-04-01,AmazonCloudWatch,0.12
mm-monvia,219788358213,2026-01-03,AWS CloudTrail,1.74
mm-monvia,219788358213,2026-01-03,AWS Config,0.79
mm-monvia,219788358213,2026-01-03,AWS Glue,2.54
mm-monvia,219788358213,2026-01-03,AWS Key Management Service,2.73
mm-monvia,219788358213,2026-01-03,AWS X-Ray,0.02
mm-monvia,219788358213,2026-01-03,Amazon Athena,32.41
mm-monvia,219788358213,2026-01-03,EC2 - Other,222.23
mm-monvia,219788358213,2026-01-03,Amazon Elastic Compute Cloud - Compute,0.01
mm-monvia,219788358213,2026-01-03,Amazon GuardDuty,12.92
mm-monvia,219788358213,2026-01-03,Amazon Location Service,0.01
mm-monvia,219788358213,2026-01-03,Amazon QuickSight,10.3
mm-monvia,219788358213,2026-01-03,Amazon Simple Notification Service,0.02
mm-monvia,219788358213,2026-01-03,Amazon Simple Storage Service,314.66
mm-monvia,219788358213,2026-01-03,Amazon Virtual Private Cloud,3.15
mm-monvia,219788358213,2026-01-03,AmazonCloudWatch,9.18
mm-monvia,219788358213,2026-01-03,Savings Plans for AWS Compute usage,23557.51
mm-monvia,219788358213,2026-02-01,AWS Config,1.43
mm-monvia,219788358213,2026-02-01,AWS Glue,1.92
mm-monvia,219788358213,2026-02-01,AWS Key Management Service,2.79
mm-monvia,219788358213,2026-02-01,AWS X-Ray,0.02
mm-monvia,219788358213,2026-02-01,Amazon Athena,31.73
mm-monvia,219788358213,2026-02-01,EC2 - Other,237.57
mm-monvia,219788358213,2026-02-01,Amazon Elastic Compute Cloud - Compute,0.46
mm-monvia,219788358213,2026-02-01,Amazon GuardDuty,12.86
mm-monvia,219788358213,2026-02-01,Amazon QuickSight,10.99
mm-monvia,219788358213,2026-02-01,Amazon Simple Notification Service,0.02
mm-monvia,219788358213,2026-02-01,Amazon Simple Storage Service,345.49
mm-monvia,219788358213,2026-02-01,Amazon Virtual Private Cloud,3.04
mm-monvia,219788358213,2026-02-01,AmazonCloudWatch,9.08
mm-monvia,219788358213,2026-02-01,Savings Plans for AWS Compute usage,22745.18
mm-monvia,219788358213,2026-03-01,AWS Config,1.51
mm-monvia,219788358213,2026-03-01,AWS Cost Explorer,0.04
mm-monvia,219788358213,2026-03-01,AWS Glue,2.49
mm-monvia,219788358213,2026-03-01,AWS Key Management Service,2.8
mm-monvia,219788358213,2026-03-01,AWS X-Ray,0.02
mm-monvia,219788358213,2026-03-01,Amazon Athena,35.82
mm-monvia,219788358213,2026-03-01,EC2 - Other,237.58
mm-monvia,219788358213,2026-03-01,Amazon Elastic Compute Cloud - Compute,5.58
mm-monvia,219788358213,2026-03-01,Amazon GuardDuty,13.7
mm-monvia,219788358213,2026-03-01,Amazon QuickSight,11.09
mm-monvia,219788358213,2026-03-01,Amazon Simple Notification Service,0.02
mm-monvia,219788358213,2026-03-01,Amazon Simple Storage Service,353.69
mm-monvia,219788358213,2026-03-01,Amazon Virtual Private Cloud,3.37
mm-monvia,219788358213,2026-03-01,AmazonCloudWatch,9.17
mm-monvia,219788358213,2026-03-01,Savings Plans for AWS Compute usage,25182.17
mm-monvia,219788358213,2026-04-01,AWS Config,0.09
mm-monvia,219788358213,2026-04-01,AWS Glue,0.15
mm-monvia,219788358213,2026-04-01,AWS Key Management Service,0.16
mm-monvia,219788358213,2026-04-01,Amazon Athena,2.35
mm-monvia,219788358213,2026-04-01,EC2 - Other,11.02
mm-monvia,219788358213,2026-04-01,Amazon GuardDuty,0.88
mm-monvia,219788358213,2026-04-01,Amazon QuickSight,0.62
mm-monvia,219788358213,2026-04-01,Amazon Simple Storage Service,24.8
mm-monvia,219788358213,2026-04-01,Amazon Virtual Private Cloud,0.17
mm-monvia,219788358213,2026-04-01,AmazonCloudWatch,0.07
mm-monvia,219788358213,2026-04-01,Savings Plans for AWS Compute usage,1624.66
mm-payments-prod-us,491085393358,2026-01-03,AWS CloudTrail,0.27
mm-payments-prod-us,491085393358,2026-01-03,AWS Config,0.88
mm-payments-prod-us,491085393358,2026-01-03,AWS Key Management Service,13.21
mm-payments-prod-us,491085393358,2026-01-03,AWS Secrets Manager,0.35
mm-payments-prod-us,491085393358,2026-01-03,EC2 - Other,439.72
mm-payments-prod-us,491085393358,2026-01-03,Amazon Elastic Compute Cloud - Compute,544.56
mm-payments-prod-us,491085393358,2026-01-03,Amazon Elastic Container Service for Kubernetes,62.99
mm-payments-prod-us,491085393358,2026-01-03,Amazon Elastic Load Balancing,27.43
mm-payments-prod-us,491085393358,2026-01-03,Amazon GuardDuty,36.53
mm-payments-prod-us,491085393358,2026-01-03,Amazon Location Service,0.01
mm-payments-prod-us,491085393358,2026-01-03,Amazon Relational Database Service,95.61
mm-payments-prod-us,491085393358,2026-01-03,Amazon Route 53,0.34
mm-payments-prod-us,491085393358,2026-01-03,Amazon Simple Storage Service,37.05
mm-payments-prod-us,491085393358,2026-01-03,Amazon Virtual Private Cloud,47.43
mm-payments-prod-us,491085393358,2026-01-03,AmazonCloudWatch,175.36
mm-payments-prod-us,491085393358,2026-02-01,AWS Certificate Manager,724.68
mm-payments-prod-us,491085393358,2026-02-01,AWS Config,1.22
mm-payments-prod-us,491085393358,2026-02-01,AWS Key Management Service,18.11
mm-payments-prod-us,491085393358,2026-02-01,AWS Secrets Manager,0.37
mm-payments-prod-us,491085393358,2026-02-01,EC2 - Other,445.02
mm-payments-prod-us,491085393358,2026-02-01,Amazon Elastic Compute Cloud - Compute,518.98
mm-payments-prod-us,491085393358,2026-02-01,Amazon Elastic Container Service for Kubernetes,60.82
mm-payments-prod-us,491085393358,2026-02-01,Amazon Elastic Load Balancing,27.83
mm-payments-prod-us,491085393358,2026-02-01,Amazon GuardDuty,34.5
mm-payments-prod-us,491085393358,2026-02-01,Amazon Relational Database Service,92.82
mm-payments-prod-us,491085393358,2026-02-01,Amazon Route 53,0.45
mm-payments-prod-us,491085393358,2026-02-01,Amazon Simple Storage Service,43.79
mm-payments-prod-us,491085393358,2026-02-01,Amazon Virtual Private Cloud,45.88
mm-payments-prod-us,491085393358,2026-02-01,AmazonCloudWatch,176.07
mm-payments-prod-us,491085393358,2026-03-01,AWS Certificate Manager,724.0
mm-payments-prod-us,491085393358,2026-03-01,AWS Config,1.1
mm-payments-prod-us,491085393358,2026-03-01,AWS Key Management Service,34.05
mm-payments-prod-us,491085393358,2026-03-01,AWS Secrets Manager,0.37
mm-payments-prod-us,491085393358,2026-03-01,EC2 - Other,512.73
mm-payments-prod-us,491085393358,2026-03-01,Amazon Elastic Compute Cloud - Compute,44.12
mm-payments-prod-us,491085393358,2026-03-01,Amazon Elastic Container Service for Kubernetes,165.07
mm-payments-prod-us,491085393358,2026-03-01,Amazon Elastic Load Balancing,39.3
mm-payments-prod-us,491085393358,2026-03-01,Amazon GuardDuty,51.06
mm-payments-prod-us,491085393358,2026-03-01,Amazon Relational Database Service,102.35
mm-payments-prod-us,491085393358,2026-03-01,Amazon Route 53,0.61
mm-payments-prod-us,491085393358,2026-03-01,Amazon Simple Storage Service,144.69
mm-payments-prod-us,491085393358,2026-03-01,Amazon Virtual Private Cloud,50.79
mm-payments-prod-us,491085393358,2026-03-01,AmazonCloudWatch,197.98
mm-payments-prod-us,491085393358,2026-04-01,AWS Certificate Manager,724.0
mm-payments-prod-us,491085393358,2026-04-01,AWS Config,0.04
mm-payments-prod-us,491085393358,2026-04-01,AWS Key Management Service,1.37
mm-payments-prod-us,491085393358,2026-04-01,AWS Secrets Manager,0.02
mm-payments-prod-us,491085393358,2026-04-01,EC2 - Other,30.16
mm-payments-prod-us,491085393358,2026-04-01,Amazon Elastic Container Service for Kubernetes,22.26
mm-payments-prod-us,491085393358,2026-04-01,Amazon Elastic Load Balancing,3.18
mm-payments-prod-us,491085393358,2026-04-01,Amazon GuardDuty,2.38
mm-payments-prod-us,491085393358,2026-04-01,Amazon Relational Database Service,5.5
mm-payments-prod-us,491085393358,2026-04-01,Amazon Route 53,0.5
mm-payments-prod-us,491085393358,2026-04-01,Amazon Simple Storage Service,4.56
mm-payments-prod-us,491085393358,2026-04-01,Amazon Virtual Private Cloud,2.8
mm-payments-prod-us,491085393358,2026-04-01,AmazonCloudWatch,12.06
mm-retail-prod-apac,357856625432,2026-01-03,AWS Config,15.13
mm-retail-prod-apac,357856625432,2026-01-03,AWS Global Accelerator,15.73
mm-retail-prod-apac,357856625432,2026-01-03,AWS Key Management Service,3.42
mm-retail-prod-apac,357856625432,2026-01-03,AWS Lambda,181.49
mm-retail-prod-apac,357856625432,2026-01-03,Amazon API Gateway,0.03
mm-retail-prod-apac,357856625432,2026-01-03,Amazon EC2 Container Registry (ECR),7.09
